PriceID,CompanyID,PeriodID,ClosingPrice,MarketCap
775,CMP0013,55,50.92,1.14
776,CMP0013,56,105.01,7.79
777,CMP0013,57,109.17,7.76
778,CMP0013,58,88.43,3.52
779,CMP0013,59,62.82,1.53
780,CMP0013,60,89.64,8.39
781,CMP0014,1,108.31,4.22
782,CMP0014,2,123.87,2.25
783,CMP0014,3,109.63,8.51
784,CMP0014,4,181.04,17.49
785,CMP0014,5,91.57,7.14
786,CMP0014,6,110.07,5.52
787,CMP0014,7,44.9,1.18
788,CMP0014,8,63.08,3.22
789,CMP0014,9,146.84,6.37
790,CMP0014,10,61.01,5.77
791,CMP0014,11,140.28,6.39
792,CMP0014,12,99.85,3.02
793,CMP0014,13,88.16,5.69
794,CMP0014,14,49.24,4.02
795,CMP0014,15,63.69,4.93
796,CMP0014,16,72.17,5.83
797,CMP0014,17,18.03,1.71
798,CMP0014,18,117.58,10.59
799,CMP0014,19,171.11,9.78
800,CMP0014,20,96.92,8.55
801,CMP0014,21,59.72,3.59
802,CMP0014,22,151.93,8.7
803,CMP0014,23,78.03,1.35
804,CMP0014,24,47.11,1.01
805,CMP0014,25,6.12,0.42
806,CMP0014,26,9.95,0.77
807,CMP0014,27,181.36,5.05
808,CMP0014,28,199.94,5.09
809,CMP0014,29,99.65,4.17
810,CMP0014,30,92.39,8.72
811,CMP0014,31,174.66,12.41
812,CMP0014,32,31.89,2.02
813,CMP0014,33,175.62,16.36
814,CMP0014,34,96.49,8.18
815,CMP0014,35,117.01,8.5
816,CMP0014,36,161.45,15.97
817,CMP0014,37,76.81,1.08
818,CMP0014,38,114.2,5.77
819,CMP0014,39,58.15,5.16
820,CMP0014,40,89.56,5.49
821,CMP0014,41,167.93,7.71
822,CMP0014,42,197.26,15.59
823,CMP0014,43,76.73,3.64
824,CMP0014,44,109.12,1.7
825,CMP0014,45,130.22,1.66
826,CMP0014,46,34.92,1.0
827,CMP0014,47,156.44,4.78
828,CMP0014,48,91.05,1.45
829,CMP0014,49,41.42,2.32
830,CMP0014,50,73.47,3.12
831,CMP0014,51,124.4,6.15
832,CMP0014,52,122.83,10.26
833,CMP0014,53,113.0,8.56
834,CMP0014,54,14.97,1.44
835,CMP0014,55,122.57,7.61
836,CMP0014,56,115.33,4.4
837,CMP0014,57,39.58,3.47
838,CMP0014,58,77.5,2.48
839,CMP0014,59,150.14,7.81
840,CMP0014,60,84.34,0.93
841,CMP0015,1,176.83,8.47
842,CMP0015,2,64.55,6.02
843,CMP0015,3,6.51,0.34
844,CMP0015,4,111.28,3.36
845,CMP0015,5,197.26,3.76
846,CMP0015,6,138.84,4.04
847,CMP0015,7,122.67,5.52
848,CMP0015,8,158.46,9.37
849,CMP0015,9,177.26,4.33
850,CMP0015,10,171.64,12.31
851,CMP0015,11,180.74,3.86
852,CMP0015,12,189.28,11.23
853,CMP0015,13,85.74,2.82
854,CMP0015,14,60.9,4.89
855,CMP0015,15,85.77,1.2
856,CMP0015,16,132.96,5.94
857,CMP0015,17,9.88,0.8
858,CMP0015,18,182.6,13.59
859,CMP0015,19,57.56,1.09
860,CMP0015,20,63.27,5.52
861,CMP0015,21,50.43,4.61
862,CMP0015,22,95.45,1.46
863,CMP0015,23,180.77,3.27
864,CMP0015,24,84.72,2.42
865,CMP0015,25,42.54,3.28
866,CMP0015,26,62.06,2.42
867,CMP0015,27,82.86,4.62
868,CMP0015,28,15.18,0.17
869,CMP0015,29,62.74,3.8
870,CMP0015,30,40.66,2.13
871,CMP0015,31,146.56,2.15
872,CMP0015,32,65.36,6.08
873,CMP0015,33,108.97,2.07
874,CMP0015,34,163.74,6.27
875,CMP0015,35,182.57,2.07
876,CMP0015,36,126.76,10.69
877,CMP0015,37,52.55,1.93
878,CMP0015,38,28.72,0.46
879,CMP0015,39,44.62,4.14
880,CMP0015,40,174.82,1.81
881,CMP0015,41,23.22,1.24
882,CMP0015,42,30.66,0.44
883,CMP0015,43,176.16,3.35
884,CMP0015,44,58.63,1.33
885,CMP0015,45,192.2,2.58
886,CMP0015,46,185.95,9.03
887,CMP0015,47,39.04,0.64
888,CMP0015,48,71.04,5.55
889,CMP0015,49,146.66,2.73
890,CMP0015,50,90.23,1.91
891,CMP0015,51,95.44,4.52
892,CMP0015,52,61.34,4.08
893,CMP0015,53,149.83,10.39
894,CMP0015,54,145.94,4.97
895,CMP0015,55,68.87,6.41
896,CMP0015,56,123.55,2.38
897,CMP0015,57,88.76,4.78
898,CMP0015,58,50.08,2.05
899,CMP0015,59,59.19,5.33
900,CMP0015,60,119.81,4.55
901,CMP0016,1,180.15,11.23
902,CMP0016,2,69.03,1.16
903,CMP0016,3,26.71,0.78
904,CMP0016,4,121.18,4.64
905,CMP0016,5,124.08,2.57
906,CMP0016,6,198.02,5.79
907,CMP0016,7,55.0,4.96
908,CMP0016,8,191.94,4.9
909,CMP0016,9,89.18,8.67
910,CMP0016,10,25.59,0.69
911,CMP0016,11,17.53,0.48
912,CMP0016,12,70.78,4.74
913,CMP0016,13,17.47,1.3
914,CMP0016,14,55.86,3.99
915,CMP0016,15,85.19,2.91
916,CMP0016,16,24.72,0.5
917,CMP0016,17,57.13,3.89
918,CMP0016,18,124.81,11.51
919,CMP0016,19,63.6,1.49
920,CMP0016,20,123.05,9.04
921,CMP0016,21,47.85,0.76
922,CMP0016,22,198.47,13.7
923,CMP0016,23,44.28,3.89
924,CMP0016,24,169.23,11.56
925,CMP0016,25,34.14,2.12
926,CMP0016,26,172.92,9.3
927,CMP0016,27,137.25,12.52
928,CMP0016,28,24.71,2.03
929,CMP0016,29,19.69,0.25
930,CMP0016,30,179.63,15.8
931,CMP0016,31,148.41,12.97
932,CMP0016,32,109.89,8.21
933,CMP0016,33,37.3,1.06
934,CMP0016,34,159.78,5.43
935,CMP0016,35,118.66,1.74
936,CMP0016,36,184.67,12.48
937,CMP0016,37,187.5,4.19
938,CMP0016,38,37.68,2.62
939,CMP0016,39,141.16,13.18
940,CMP0016,40,119.79,11.15
941,CMP0016,41,10.52,0.23
942,CMP0016,42,124.59,9.79
943,CMP0016,43,39.76,3.71
944,CMP0016,44,75.05,2.73
945,CMP0016,45,140.77,2.08
946,CMP0016,46,24.72,2.01
947,CMP0016,47,78.22,1.56
948,CMP0016,48,116.47,5.93
949,CMP0016,49,70.17,2.01
950,CMP0016,50,39.85,2.5
951,CMP0016,51,152.25,12.54
952,CMP0016,52,25.85,1.41
953,CMP0016,53,112.79,10.95
954,CMP0016,54,188.2,9.14
955,CMP0016,55,113.82,1.72
956,CMP0016,56,21.65,1.08
957,CMP0016,57,165.65,4.63
958,CMP0016,58,143.18,2.24
959,CMP0016,59,95.51,1.17
960,CMP0016,60,8.35,0.8
961,CMP0017,1,192.01,12.96
962,CMP0017,2,44.17,1.18
963,CMP0017,3,88.4,5.98
964,CMP0017,4,117.95,1.63
965,CMP0017,5,123.95,7.49
966,CMP0017,6,189.18,6.54
967,CMP0017,7,181.81,18.14
968,CMP0017,8,182.26,17.73
969,CMP0017,9,132.69,1.85
970,CMP0017,10,85.33,5.87
971,CMP0017,11,189.14,12.29
972,CMP0017,12,120.66,7.11
973,CMP0017,13,47.78,3.64
974,CMP0017,14,187.36,17.98
975,CMP0017,15,113.33,9.55
976,CMP0017,16,95.19,3.64
977,CMP0017,17,26.34,0.9
978,CMP0017,18,24.56,0.57
979,CMP0017,19,46.24,1.57
980,CMP0017,20,149.04,14.35
981,CMP0017,21,155.45,2.46
982,CMP0017,22,5.26,0.21
983,CMP0017,23,110.5,10.33
984,CMP0017,24,115.45,8.24
985,CMP0017,25,104.43,9.16
986,CMP0017,26,43.53,2.12
987,CMP0017,27,67.06,4.42
988,CMP0017,28,194.14,13.03
989,CMP0017,29,17.45,0.69
990,CMP0017,30,177.15,4.71
991,CMP0017,31,187.03,5.58
992,CMP0017,32,106.52,4.82
993,CMP0017,33,80.58,4.98
994,CMP0017,34,59.68,5.84
995,CMP0017,35,53.86,2.16
996,CMP0017,36,138.14,4.33
997,CMP0017,37,49.07,3.39
998,CMP0017,38,147.46,2.09
999,CMP0017,39,167.07,5.91
1000,CMP0017,40,64.32,3.36
1001,CMP0017,41,163.2,4.81
1002,CMP0017,42,88.66,2.7
1003,CMP0017,43,193.89,13.67
1004,CMP0017,44,85.13,5.1
1005,CMP0017,45,49.54,2.38
1006,CMP0017,46,63.15,5.43
1007,CMP0017,47,124.51,8.96
1008,CMP0017,48,52.13,0.53
1009,CMP0017,49,91.54,3.26
1010,CMP0017,50,66.47,6.3
1011,CMP0017,51,128.14,2.27
1012,CMP0017,52,53.15,5.21
1013,CMP0017,53,95.59,7.39
1014,CMP0017,54,158.87,11.94
1015,CMP0017,55,198.6,14.11
1016,CMP0017,56,95.6,1.07
1017,CMP0017,57,154.81,12.74
1018,CMP0017,58,21.53,1.65
1019,CMP0017,59,193.35,10.17
1020,CMP0017,60,100.23,6.89
1021,CMP0018,1,82.74,1.85
1022,CMP0018,2,36.43,1.76
1023,CMP0018,3,19.09,1.7
1024,CMP0018,4,94.71,7.62
1025,CMP0018,5,132.64,2.56
1026,CMP0018,6,140.83,8.97
1027,CMP0018,7,171.95,5.29
1028,CMP0018,8,14.32,0.46
1029,CMP0018,9,125.18,3.32
1030,CMP0018,10,88.35,5.12
1031,CMP0018,11,58.31,3.61
1032,CMP0018,12,179.66,14.57
1033,CMP0018,13,6.87,0.24
1034,CMP0018,14,151.33,2.51
1035,CMP0018,15,54.6,4.34
1036,CMP0018,16,72.88,5.04
1037,CMP0018,17,107.17,2.37
1038,CMP0018,18,170.21,9.24
1039,CMP0018,19,160.75,4.66
1040,CMP0018,20,161.12,15.71
1041,CMP0018,21,140.45,10.5
1042,CMP0018,22,53.62,4.48
1043,CMP0018,23,134.19,5.83
1044,CMP0018,24,96.1,7.06
1045,CMP0018,25,133.7,4.81
1046,CMP0018,26,8.01,0.16
1047,CMP0018,27,136.23,11.37
1048,CMP0018,28,89.51,4.59
1049,CMP0018,29,154.51,12.84
1050,CMP0018,30,35.52,1.15
1051,CMP0018,31,24.8,1.82
1052,CMP0018,32,89.51,7.01
1053,CMP0018,33,63.08,6.02
1054,CMP0018,34,64.37,3.54
1055,CMP0018,35,139.42,9.77
1056,CMP0018,36,142.44,3.42
1057,CMP0018,37,132.49,6.55
1058,CMP0018,38,77.46,2.84
1059,CMP0018,39,68.29,1.81
1060,CMP0018,40,73.62,1.36
1061,CMP0018,41,197.9,15.69
1062,CMP0018,42,119.29,4.39
1063,CMP0018,43,155.81,2.29
1064,CMP0018,44,160.97,10.45
1065,CMP0018,45,142.85,1.94
1066,CMP0018,46,71.36,2.79
1067,CMP0018,47,97.28,9.48
1068,CMP0018,48,198.71,3.54
1069,CMP0018,49,12.79,1.09
1070,CMP0018,50,92.99,7.19
1071,CMP0018,51,25.17,0.78
1072,CMP0018,52,75.36,6.36
1073,CMP0018,53,69.17,4.42
1074,CMP0018,54,170.9,5.66
1075,CMP0018,55,197.08,17.74
1076,CMP0018,56,47.84,2.55
1077,CMP0018,57,164.73,9.89
1078,CMP0018,58,171.32,13.72
1079,CMP0018,59,156.64,8.51
1080,CMP0018,60,156.94,4.26
1081,CMP0019,1,158.46,6.35
1082,CMP0019,2,138.49,4.09
1083,CMP0019,3,102.22,9.08
1084,CMP0019,4,26.5,2.15
1085,CMP0019,5,30.7,1.37
1086,CMP0019,6,15.93,0.75
1087,CMP0019,7,183.53,15.92
1088,CMP0019,8,178.18,15.72
1089,CMP0019,9,52.61,1.47
1090,CMP0019,10,73.87,3.79
1091,CMP0019,11,98.54,8.6
1092,CMP0019,12,75.85,5.06
1093,CMP0019,13,54.68,2.94
1094,CMP0019,14,59.33,2.69
1095,CMP0019,15,86.46,6.78
1096,CMP0019,16,82.88,7.06
1097,CMP0019,17,29.03,2.09
1098,CMP0019,18,123.37,1.49
1099,CMP0019,19,189.59,17.6
1100,CMP0019,20,36.3,0.61
1101,CMP0019,21,81.46,1.68
1102,CMP0019,22,94.29,2.03
1103,CMP0019,23,29.26,1.2
1104,CMP0019,24,144.55,13.01
1105,CMP0019,25,85.21,5.48
1106,CMP0019,26,72.1,7.15
1107,CMP0019,27,39.67,0.58
1108,CMP0019,28,44.62,0.72
1109,CMP0019,29,21.33,1.7
1110,CMP0019,30,162.43,7.24
1111,CMP0019,31,74.24,4.05
1112,CMP0019,32,34.56,0.63
1113,CMP0019,33,13.43,0.55
1114,CMP0019,34,71.83,2.18
1115,CMP0019,35,41.35,2.5
1116,CMP0019,36,166.3,11.7
1117,CMP0019,37,172.31,7.03
1118,CMP0019,38,86.56,6.31
1119,CMP0019,39,55.23,2.21
1120,CMP0019,40,64.51,6.17
1121,CMP0019,41,87.62,4.9
1122,CMP0019,42,110.88,7.46
1123,CMP0019,43,172.27,2.62
1124,CMP0019,44,125.83,11.65
1125,CMP0019,45,162.56,5.44
1126,CMP0019,46,130.14,9.14
1127,CMP0019,47,75.62,5.88
1128,CMP0019,48,178.68,13.31
1129,CMP0019,49,197.96,10.51
1130,CMP0019,50,119.29,9.6
1131,CMP0019,51,107.41,9.14
1132,CMP0019,52,126.33,1.4
1133,CMP0019,53,31.6,0.55
1134,CMP0019,54,132.95,11.4
1135,CMP0019,55,34.17,2.88
1136,CMP0019,56,43.18,4.05
1137,CMP0019,57,34.54,1.59
1138,CMP0019,58,60.66,3.96
1139,CMP0019,59,96.22,3.66
1140,CMP0019,60,111.85,2.83
1141,CMP0020,1,124.67,2.03
1142,CMP0020,2,163.94,14.23
1143,CMP0020,3,16.32,1.42
1144,CMP0020,4,156.73,14.18
1145,CMP0020,5,107.85,6.07
1146,CMP0020,6,63.5,0.91
1147,CMP0020,7,73.03,6.02
1148,CMP0020,8,67.76,1.62
1149,CMP0020,9,188.74,8.65
1150,CMP0020,10,61.76,1.34
1151,CMP0020,11,137.79,8.23
1152,CMP0020,12,169.3,13.97
1153,CMP0020,13,84.41,1.04
1154,CMP0020,14,165.02,4.55
1155,CMP0020,15,63.71,1.27
1156,CMP0020,16,164.77,15.16
1157,CMP0020,17,50.24,4.59
1158,CMP0020,18,28.25,1.32
1159,CMP0020,19,5.06,0.45
1160,CMP0020,20,157.94,14.7
1161,CMP0020,21,96.96,7.77
1162,CMP0020,22,57.03,1.17
1163,CMP0020,23,77.37,1.45
1164,CMP0020,24,90.12,2.93
1165,CMP0020,25,30.7,0.64
1166,CMP0020,26,15.42,1.0
1167,CMP0020,27,63.06,3.81
1168,CMP0020,28,178.91,11.07
1169,CMP0020,29,35.8,3.27
1170,CMP0020,30,185.44,16.45
1171,CMP0020,31,139.08,5.76
1172,CMP0020,32,18.95,0.74
1173,CMP0020,33,158.99,3.09
1174,CMP0020,34,172.99,6.86
1175,CMP0020,35,90.03,3.12
1176,CMP0020,36,67.31,1.59
1177,CMP0020,37,111.25,5.99
1178,CMP0020,38,36.04,2.49
1179,CMP0020,39,193.14,11.87
1180,CMP0020,40,16.92,0.96
1181,CMP0020,41,100.46,7.3
1182,CMP0020,42,86.47,6.7
1183,CMP0020,43,115.56,9.11
1184,CMP0020,44,59.9,0.89
1185,CMP0020,45,56.66,0.96
1186,CMP0020,46,189.5,6.69
1187,CMP0020,47,110.72,1.28
1188,CMP0020,48,177.36,16.73
1189,CMP0020,49,182.16,9.06
1190,CMP0020,50,42.52,3.85
1191,CMP0020,51,63.93,1.03
1192,CMP0020,52,131.67,1.91
1193,CMP0020,53,92.68,3.27
1194,CMP0020,54,109.78,8.11
1195,CMP0020,55,102.06,4.95
1196,CMP0020,56,189.34,4.34
1197,CMP0020,57,93.2,7.09
1198,CMP0020,58,85.29,1.6
1199,CMP0020,59,41.49,3.34
1200,CMP0020,60,108.75,2.82
1201,CMP0021,1,163.54,14.07
1202,CMP0021,2,120.26,4.38
1203,CMP0021,3,52.27,3.32
1204,CMP0021,4,185.88,12.68
1205,CMP0021,5,75.19,0.86
1206,CMP0021,6,169.48,7.2
1207,CMP0021,7,85.6,4.09
1208,CMP0021,8,45.08,0.62
1209,CMP0021,9,13.87,1.33
1210,CMP0021,10,132.14,9.74
1211,CMP0021,11,106.67,7.63
1212,CMP0021,12,142.3,10.17
1213,CMP0021,13,19.59,1.94
1214,CMP0021,14,38.01,2.88
1215,CMP0021,15,12.67,0.62
1216,CMP0021,16,28.91,1.06
1217,CMP0021,17,176.55,8.76
1218,CMP0021,18,111.31,6.67
1219,CMP0021,19,128.57,5.71
1220,CMP0021,20,22.83,0.56
1221,CMP0021,21,150.64,8.42
1222,CMP0021,22,196.44,14.89
1223,CMP0021,23,13.45,0.58
1224,CMP0021,24,145.9,10.44
1225,CMP0021,25,116.65,4.69
1226,CMP0021,26,147.99,9.03
1227,CMP0021,27,131.44,4.74
1228,CMP0021,28,188.5,16.67
1229,CMP0021,29,145.08,6.0
1230,CMP0021,30,127.13,2.23
1231,CMP0021,31,157.61,10.99
1232,CMP0021,32,194.85,12.57
1233,CMP0021,33,66.26,2.89
1234,CMP0021,34,129.48,11.31
1235,CMP0021,35,169.28,3.39
1236,CMP0021,36,103.64,1.62
1237,CMP0021,37,131.5,9.9
1238,CMP0021,38,119.75,5.11
1239,CMP0021,39,13.89,1.27
1240,CMP0021,40,138.91,12.71
1241,CMP0021,41,104.64,1.79
1242,CMP0021,42,136.09,1.82
1243,CMP0021,43,179.93,2.08
1244,CMP0021,44,89.12,3.93
1245,CMP0021,45,49.32,1.62
1246,CMP0021,46,106.95,1.14
1247,CMP0021,47,138.03,13.39
1248,CMP0021,48,165.4,11.5
1249,CMP0021,49,36.94,0.5
1250,CMP0021,50,188.19,3.22
1251,CMP0021,51,123.54,9.75
1252,CMP0021,52,187.78,4.67
1253,CMP0021,53,62.85,2.22
1254,CMP0021,54,31.67,2.63
1255,CMP0021,55,123.81,2.53
1256,CMP0021,56,66.83,5.8
1257,CMP0021,57,195.58,12.3
1258,CMP0021,58,22.81,0.65
1259,CMP0021,59,111.49,10.73
1260,CMP0021,60,183.66,9.4
1261,CMP0022,1,192.64,7.14
1262,CMP0022,2,151.85,11.45
1263,CMP0022,3,111.03,3.86
1264,CMP0022,4,48.48,3.17
1265,CMP0022,5,170.61,11.99
1266,CMP0022,6,62.41,3.71
1267,CMP0022,7,5.79,0.43
1268,CMP0022,8,198.4,2.0
1269,CMP0022,9,115.49,8.68
1270,CMP0022,10,20.66,1.5
1271,CMP0022,11,115.82,9.48
1272,CMP0022,12,190.92,3.27
1273,CMP0022,13,88.19,3.54
1274,CMP0022,14,39.56,1.44
1275,CMP0022,15,28.6,0.86
1276,CMP0022,16,162.91,5.2
1277,CMP0022,17,166.74,2.56
1278,CMP0022,18,123.66,11.23
1279,CMP0022,19,147.94,9.6
1280,CMP0022,20,133.53,6.62
1281,CMP0022,21,162.04,10.93
1282,CMP0022,22,137.93,4.71
1283,CMP0022,23,126.38,6.68
1284,CMP0022,24,196.19,14.39
1285,CMP0022,25,36.71,1.13
1286,CMP0022,26,59.38,5.53
1287,CMP0022,27,179.81,4.17
1288,CMP0022,28,81.29,1.29
1289,CMP0022,29,156.82,6.16
1290,CMP0022,30,33.99,2.99
1291,CMP0022,31,51.91,1.8
1292,CMP0022,32,111.32,7.82
1293,CMP0022,33,145.84,13.32
1294,CMP0022,34,198.73,10.14
1295,CMP0022,35,74.27,1.77
1296,CMP0022,36,157.28,14.7
1297,CMP0022,37,67.6,2.29
1298,CMP0022,38,27.67,2.36
1299,CMP0022,39,13.84,0.59
1300,CMP0022,40,96.28,6.55
1301,CMP0022,41,100.26,8.43
1302,CMP0022,42,51.55,3.15
1303,CMP0022,43,131.78,2.83
1304,CMP0022,44,21.65,1.44
1305,CMP0022,45,181.67,7.7
1306,CMP0022,46,194.61,14.83
1307,CMP0022,47,52.37,3.39
1308,CMP0022,48,121.8,3.2
1309,CMP0022,49,74.15,1.05
1310,CMP0022,50,124.34,2.58
1311,CMP0022,51,60.7,1.62
1312,CMP0022,52,60.53,1.21
1313,CMP0022,53,67.12,5.34
1314,CMP0022,54,36.68,0.58
1315,CMP0022,55,27.36,2.03
1316,CMP0022,56,88.7,7.18
1317,CMP0022,57,150.55,14.95
1318,CMP0022,58,34.65,2.82
1319,CMP0022,59,100.77,4.81
1320,CMP0022,60,140.38,13.3
1321,CMP0023,1,97.56,9.15
1322,CMP0023,2,162.7,5.57
1323,CMP0023,3,152.21,8.61
1324,CMP0023,4,64.8,3.02
1325,CMP0023,5,19.94,1.92
1326,CMP0023,6,130.04,2.05
1327,CMP0023,7,149.02,7.92
1328,CMP0023,8,146.51,10.59
1329,CMP0023,9,134.42,13.33
1330,CMP0023,10,191.64,13.83
1331,CMP0023,11,95.72,7.0
1332,CMP0023,12,187.2,4.36
1333,CMP0023,13,174.49,17.42
1334,CMP0023,14,96.22,6.87
1335,CMP0023,15,11.92,1.14
1336,CMP0023,16,36.09,2.0
1337,CMP0023,17,153.83,9.96
1338,CMP0023,18,151.01,13.39
1339,CMP0023,19,127.76,8.87
1340,CMP0023,20,157.73,11.26
1341,CMP0023,21,176.05,3.47
1342,CMP0023,22,114.33,9.05
1343,CMP0023,23,60.12,1.6
1344,CMP0023,24,171.26,4.37
1345,CMP0023,25,63.44,1.58
1346,CMP0023,26,46.26,1.18
1347,CMP0023,27,20.64,1.95
1348,CMP0023,28,135.95,3.18
1349,CMP0023,29,166.59,3.64
1350,CMP0023,30,174.71,8.35
1351,CMP0023,31,15.85,1.58
1352,CMP0023,32,137.38,11.01
1353,CMP0023,33,162.97,12.89
1354,CMP0023,34,127.41,2.93
1355,CMP0023,35,70.12,6.0
1356,CMP0023,36,47.51,4.59
1357,CMP0023,37,27.37,1.76
1358,CMP0023,38,169.04,6.95
1359,CMP0023,39,116.4,2.06
1360,CMP0023,40,154.29,11.82
1361,CMP0023,41,42.49,2.15
1362,CMP0023,42,162.12,10.62
1363,CMP0023,43,181.54,11.23
1364,CMP0023,44,64.62,5.15
1365,CMP0023,45,127.38,10.1
1366,CMP0023,46,71.87,1.18
1367,CMP0023,47,93.86,3.73
1368,CMP0023,48,90.34,7.86
1369,CMP0023,49,27.78,1.21
1370,CMP0023,50,141.91,10.26
1371,CMP0023,51,150.88,4.07
1372,CMP0023,52,130.33,5.12
1373,CMP0023,53,101.43,9.35
1374,CMP0023,54,64.25,4.93
1375,CMP0023,55,167.12,9.04
1376,CMP0023,56,192.42,5.24
1377,CMP0023,57,47.18,2.62
1378,CMP0023,58,32.63,1.7
1379,CMP0023,59,75.15,6.48
1380,CMP0023,60,163.17,2.77
1381,CMP0024,1,125.16,11.71
1382,CMP0024,2,180.47,1.87
1383,CMP0024,3,119.42,8.28
1384,CMP0024,4,157.97,12.23
1385,CMP0024,5,177.82,12.19
1386,CMP0024,6,195.71,10.98
1387,CMP0024,7,101.03,1.79
1388,CMP0024,8,166.62,14.83
1389,CMP0024,9,177.02,10.75
1390,CMP0024,10,195.34,7.49
1391,CMP0024,11,9.5,0.39
1392,CMP0024,12,69.77,5.95
1393,CMP0024,13,130.79,8.11
1394,CMP0024,14,53.7,2.78
1395,CMP0024,15,138.1,1.96
1396,CMP0024,16,153.39,11.49
1397,CMP0024,17,118.3,6.51
1398,CMP0024,18,32.5,2.23
1399,CMP0024,19,74.8,6.68
1400,CMP0024,20,32.35,1.58
1401,CMP0024,21,17.67,0.3
1402,CMP0024,22,61.19,0.66
1403,CMP0024,23,30.27,0.31
1404,CMP0024,24,69.41,1.82
1405,CMP0024,25,99.31,9.89
1406,CMP0024,26,41.8,1.96
1407,CMP0024,27,103.75,8.19
1408,CMP0024,28,48.37,3.0
1409,CMP0024,29,74.06,0.93
1410,CMP0024,30,169.34,4.02
1411,CMP0024,31,78.74,5.23
1412,CMP0024,32,178.58,4.57
1413,CMP0024,33,130.25,6.64
1414,CMP0024,34,77.39,4.41
1415,CMP0024,35,143.99,14.21
1416,CMP0024,36,13.48,0.66
1417,CMP0024,37,174.96,7.39
1418,CMP0024,38,147.98,6.3
1419,CMP0024,39,198.96,19.83
1420,CMP0024,40,12.4,0.29
1421,CMP0024,41,13.55,0.42
1422,CMP0024,42,155.16,10.42
1423,CMP0024,43,153.67,11.51
1424,CMP0024,44,70.82,3.14
1425,CMP0024,45,7.68,0.45
1426,CMP0024,46,130.68,10.73
1427,CMP0024,47,67.96,1.22
1428,CMP0024,48,145.82,10.75
1429,CMP0024,49,86.07,4.34
1430,CMP0024,50,102.5,6.29
1431,CMP0024,51,109.26,5.25
1432,CMP0024,52,135.61,12.81
1433,CMP0024,53,50.86,2.48
1434,CMP0024,54,9.76,0.32
1435,CMP0024,55,24.13,2.36
1436,CMP0024,56,199.34,6.16
1437,CMP0024,57,86.68,5.99
1438,CMP0024,58,57.51,5.75
1439,CMP0024,59,148.9,11.42
1440,CMP0024,60,151.49,5.36
1441,CMP0025,1,121.41,1.33
1442,CMP0025,2,41.22,1.63
1443,CMP0025,3,72.88,2.21
1444,CMP0025,4,18.82,0.73
1445,CMP0025,5,179.79,7.98
1446,CMP0025,6,160.69,12.82
1447,CMP0025,7,182.68,10.17
1448,CMP0025,8,190.55,3.83
1449,CMP0025,9,174.54,9.14
1450,CMP0025,10,136.41,9.52
1451,CMP0025,11,93.97,4.41
1452,CMP0025,12,122.11,8.75
1453,CMP0025,13,95.92,0.99
1454,CMP0025,14,141.58,3.03
1455,CMP0025,15,143.69,6.32
1456,CMP0025,16,35.84,0.53
1457,CMP0025,17,68.71,2.98
1458,CMP0025,18,126.42,2.32
1459,CMP0025,19,123.34,10.21
1460,CMP0025,20,8.53,0.55
1461,CMP0025,21,102.19,4.67
1462,CMP0025,22,194.42,7.52
1463,CMP0025,23,35.74,0.59
1464,CMP0025,24,144.65,11.0
1465,CMP0025,25,74.35,3.65
1466,CMP0025,26,150.8,9.32
1467,CMP0025,27,47.34,0.93
1468,CMP0025,28,75.75,1.34
1469,CMP0025,29,190.8,6.41
1470,CMP0025,30,37.7,0.69
1471,CMP0025,31,122.76,7.92
1472,CMP0025,32,21.83,1.67
1473,CMP0025,33,22.55,1.12
1474,CMP0025,34,153.07,2.76
1475,CMP0025,35,99.01,7.57
1476,CMP0025,36,194.58,12.44
1477,CMP0025,37,158.16,3.18
1478,CMP0025,38,172.33,6.59
1479,CMP0025,39,183.01,12.85
1480,CMP0025,40,34.83,1.82
1481,CMP0025,41,21.42,1.23
1482,CMP0025,42,121.46,11.57
1483,CMP0025,43,102.37,7.49
1484,CMP0025,44,41.22,2.99
1485,CMP0025,45,155.99,6.08
1486,CMP0025,46,128.44,4.29
1487,CMP0025,47,93.58,7.73
1488,CMP0025,48,41.02,3.85
1489,CMP0025,49,130.2,9.1
1490,CMP0025,50,60.41,4.86
1491,CMP0025,51,158.05,15.47
1492,CMP0025,52,154.95,5.48
1493,CMP0025,53,162.56,7.29
1494,CMP0025,54,185.82,2.94
1495,CMP0025,55,56.55,2.28
1496,CMP0025,56,167.75,13.32
1497,CMP0025,57,132.7,1.81
1498,CMP0025,58,5.7,0.46
1499,CMP0025,59,121.13,7.85
1500,CMP0025,60,17.28,1.53
1501,CMP0026,1,94.77,8.0
1502,CMP0026,2,78.14,1.57
1503,CMP0026,3,62.55,2.66
1504,CMP0026,4,86.28,7.38
1505,CMP0026,5,48.62,3.65
1506,CMP0026,6,111.84,10.45
1507,CMP0026,7,62.82,5.34
1508,CMP0026,8,184.77,16.14
1509,CMP0026,9,75.1,1.18
1510,CMP0026,10,162.29,10.18
1511,CMP0026,11,158.07,4.85
1512,CMP0026,12,100.25,1.58
1513,CMP0026,13,123.3,5.78
1514,CMP0026,14,197.17,18.59
1515,CMP0026,15,129.93,2.03
1516,CMP0026,16,155.7,7.22
1517,CMP0026,17,75.58,2.89
1518,CMP0026,18,48.82,1.97
1519,CMP0026,19,21.7,0.57
1520,CMP0026,20,130.89,5.6
1521,CMP0026,21,122.77,8.89
