SectorAverageID,Sector,PeriodID,AvgRevenue,AvgProfit,AvgMarketCap,AvgESGScore
365,Utilities,5,1251.3546153846155,253.07153846153852,6.259230769230769,65.0776923076923
366,Utilities,6,1383.556923076923,396.45923076923077,7.529230769230769,65.88307692307693
367,Utilities,7,923.7423076923077,288.9907692307692,6.406153846153846,67.28846153846153
368,Utilities,8,1119.4546153846154,298.50615384615384,6.2153846153846155,61.3523076923077
369,Utilities,9,1049.3323076923077,325.71384615384613,4.36923076923077,57.77384615384615
370,Utilities,10,1224.6884615384615,318.71230769230766,4.531538461538461,65.05384615384615
371,Utilities,11,983.6392307692307,246.64923076923074,5.731538461538462,63.62692307692308
372,Utilities,12,860.7961538461539,234.62538461538466,4.186153846153847,62.572307692307696
373,Utilities,13,1045.4892307692307,254.5007692307692,3.8923076923076922,64.46384615384615
374,Utilities,14,928.1561538461539,254.8207692307692,4.749230769230769,60.317692307692305
375,Utilities,15,1225.4946153846154,379.84923076923076,4.451538461538461,63.886923076923075
376,Utilities,16,1288.7661538461539,401.2653846153846,5.487692307692308,63.113846153846154
377,Utilities,17,1121.923076923077,298.14538461538456,5.640769230769231,63.46923076923077
378,Utilities,18,1063.623076923077,304.07230769230773,4.358461538461539,66.70769230769231
379,Utilities,19,980.9223076923076,294.5353846153846,7.110769230769231,67.92153846153846
380,Utilities,20,1062.8307692307692,292.4423076923077,5.685384615384615,61.4076923076923
381,Utilities,21,1211.803076923077,329.5492307692308,5.128461538461538,63.70461538461538
382,Utilities,22,905.2738461538461,279.6130769230769,5.281538461538461,61.6976923076923
383,Utilities,23,1218.5676923076924,325.94615384615395,4.434615384615385,59.675384615384615
384,Utilities,24,1045.9192307692308,269.99538461538464,6.091538461538462,62.34384615384616
385,Utilities,25,1119.4015384615386,302.3569230769231,3.696923076923077,59.52076923076923
386,Utilities,26,1552.96,517.7438461538461,5.657692307692307,62.428461538461534
387,Utilities,27,1404.1315384615384,401.7061538461539,3.9515384615384614,59.178461538461534
388,Utilities,28,1108.816923076923,333.62538461538463,7.397692307692308,64.23615384615385
389,Utilities,29,1007.0992307692309,266.3561538461538,6.233846153846153,62.76076923076923
390,Utilities,30,834.053076923077,219.85000000000002,4.883076923076923,62.12307692307692
391,Utilities,31,1220.6376923076923,351.80692307692306,5.456153846153847,66.24692307692308
392,Utilities,32,1246.970769230769,357.3307692307692,6.176923076923078,62.06461538461539
393,Utilities,33,960.1676923076923,237.8053846153846,6.138461538461538,63.19538461538461
394,Utilities,34,616.2315384615384,170.76076923076926,6.172307692307693,59.25
395,Utilities,35,1065.7215384615386,288.64076923076925,5.883846153846155,62.964615384615385
396,Utilities,36,889.4238461538462,235.3161538461538,6.761538461538462,60.716153846153844
397,Utilities,37,1270.7192307692308,365.27461538461534,6.434615384615385,60.76538461538462
398,Utilities,38,952.4569230769231,272.81384615384616,8.20153846153846,69.25846153846155
399,Utilities,39,1090.5092307692307,272.29076923076923,5.386923076923077,62.69230769230769
400,Utilities,40,988.7223076923076,289.6123076923077,4.507692307692308,62.926153846153845
401,Utilities,41,832.1738461538462,241.29153846153847,7.432307692307693,63.940000000000005
402,Utilities,42,896.1153846153846,221.0746153846154,5.246923076923077,63.17076923076923
403,Utilities,43,1164.8076923076924,340.45769230769235,5.162307692307692,66.11153846153846
404,Utilities,44,971.7661538461539,236.89923076923077,5.319999999999999,62.16615384615385
405,Utilities,45,813.8338461538461,201.9592307692308,4.797692307692308,64.78769230769231
406,Utilities,46,1099.5876923076924,291.91846153846154,6.803846153846154,62.01384615384616
407,Utilities,47,1292.3023076923077,364.26,5.728461538461539,61.38
408,Utilities,48,706.2907692307692,200.06384615384616,4.498461538461538,62.24692307692308
409,Utilities,49,1306.1615384615384,347.19307692307694,5.435384615384615,59.36692307692307
410,Utilities,50,1178.9107692307693,354.1723076923077,4.0261538461538455,68.78769230769231
411,Utilities,51,922.9569230769231,272.7146153846154,6.35,62.045384615384606
412,Utilities,52,980.2507692307693,282.53769230769234,5.016923076923077,71.00615384615385
413,Utilities,53,1291.2184615384615,316.36538461538464,8.44076923076923,58.652307692307694
414,Utilities,54,615.9338461538462,169.9953846153846,6.863076923076923,67.46538461538461
415,Utilities,55,1135.3953846153845,358.0553846153846,5.56076923076923,63.07923076923077
416,Utilities,56,1216.1592307692308,273.1430769230769,4.684615384615385,63.160000000000004
417,Utilities,57,1105.7715384615383,283.6884615384615,5.521538461538461,60.379999999999995
418,Utilities,58,784.49,234.1053846153846,6.3476923076923075,67.06307692307692
419,Utilities,59,1348.7807692307692,374.58692307692314,5.644615384615384,61.79230769230769
420,Utilities,60,878.0692307692308,257.11769230769227,4.0746153846153845,70.27076923076923
