ESGID,CompanyID,PeriodID,EnvironmentalScore,SocialScore,GovernanceScore
1532,CMP0026,32,89.29,68.3,38.21
1533,CMP0026,33,81.33,37.99,60.12
1534,CMP0026,34,76.16,61.51,83.42
1535,CMP0026,35,48.33,71.38,58.74
1536,CMP0026,36,99.61,82.87,62.18
1537,CMP0026,37,57.81,89.82,87.25
1538,CMP0026,38,62.85,60.93,57.97
1539,CMP0026,39,92.3,60.66,69.58
1540,CMP0026,40,70.08,82.93,32.41
1541,CMP0026,41,88.85,36.35,43.32
1542,CMP0026,42,46.73,72.58,89.56
1543,CMP0026,43,54.21,49.34,85.32
1544,CMP0026,44,49.29,34.52,68.46
1545,CMP0026,45,98.52,89.3,77.69
1546,CMP0026,46,70.45,85.58,50.21
1547,CMP0026,47,46.13,84.0,47.17
1548,CMP0026,48,69.57,71.87,32.05
1549,CMP0026,49,87.34,34.41,41.5
1550,CMP0026,50,81.11,37.45,86.63
1551,CMP0026,51,58.54,80.64,43.04
1552,CMP0026,52,99.99,82.17,75.6
1553,CMP0026,53,97.61,63.13,80.77
1554,CMP0026,54,76.7,37.97,45.18
1555,CMP0026,55,59.78,34.35,89.64
1556,CMP0026,56,43.45,58.69,68.27
1557,CMP0026,57,94.76,30.94,68.56
1558,CMP0026,58,87.85,79.95,80.79
1559,CMP0026,59,49.86,31.23,77.0
1560,CMP0026,60,95.71,71.18,70.87
1561,CMP0027,1,91.97,65.17,86.67
1562,CMP0027,2,57.39,48.38,39.65
1563,CMP0027,3,92.3,75.45,73.36
1564,CMP0027,4,41.69,54.5,64.96
1565,CMP0027,5,91.07,70.7,45.03
1566,CMP0027,6,52.14,71.39,30.64
1567,CMP0027,7,87.34,30.36,37.63
1568,CMP0027,8,92.61,53.66,71.94
1569,CMP0027,9,72.92,65.7,42.45
1570,CMP0027,10,55.42,87.41,48.62
1571,CMP0027,11,89.16,77.9,36.07
1572,CMP0027,12,50.03,75.57,50.69
1573,CMP0027,13,53.96,69.74,60.06
1574,CMP0027,14,78.39,79.77,89.88
1575,CMP0027,15,43.76,82.5,63.46
1576,CMP0027,16,90.41,34.09,34.7
1577,CMP0027,17,73.11,53.3,80.67
1578,CMP0027,18,83.38,61.87,73.84
1579,CMP0027,19,41.1,51.66,31.17
1580,CMP0027,20,52.66,63.5,54.62
1581,CMP0027,21,68.53,34.14,72.08
1582,CMP0027,22,41.94,38.02,68.14
1583,CMP0027,23,83.73,55.63,31.49
1584,CMP0027,24,51.88,35.24,73.06
1585,CMP0027,25,55.7,85.49,40.77
1586,CMP0027,26,89.8,40.25,52.34
1587,CMP0027,27,63.67,39.57,40.57
1588,CMP0027,28,47.22,84.6,80.79
1589,CMP0027,29,47.37,49.31,81.12
1590,CMP0027,30,91.8,40.45,31.15
1591,CMP0027,31,51.04,63.75,38.0
1592,CMP0027,32,93.73,81.02,88.84
1593,CMP0027,33,58.78,53.86,72.01
1594,CMP0027,34,51.64,80.81,64.26
1595,CMP0027,35,56.25,34.01,30.52
1596,CMP0027,36,41.57,86.87,73.26
1597,CMP0027,37,49.53,50.5,39.63
1598,CMP0027,38,73.25,51.08,83.46
1599,CMP0027,39,54.02,87.76,69.1
1600,CMP0027,40,91.65,33.23,88.93
1601,CMP0027,41,90.74,32.82,76.92
1602,CMP0027,42,70.35,68.68,84.58
1603,CMP0027,43,53.79,36.3,31.63
1604,CMP0027,44,51.74,52.07,31.0
1605,CMP0027,45,99.85,76.48,54.26
1606,CMP0027,46,41.33,51.28,85.09
1607,CMP0027,47,55.94,80.16,84.22
1608,CMP0027,48,46.22,30.16,48.84
1609,CMP0027,49,99.92,86.67,30.16
1610,CMP0027,50,58.5,51.76,89.98
1611,CMP0027,51,86.49,81.27,55.23
1612,CMP0027,52,46.73,69.1,66.57
1613,CMP0027,53,68.11,35.86,58.12
1614,CMP0027,54,82.02,81.78,40.83
1615,CMP0027,55,72.84,42.93,81.61
1616,CMP0027,56,43.29,71.95,56.35
1617,CMP0027,57,42.93,84.17,58.99
1618,CMP0027,58,88.99,76.29,50.81
1619,CMP0027,59,74.94,40.27,84.81
1620,CMP0027,60,87.17,85.02,71.0
1621,CMP0028,1,75.38,66.23,47.52
1622,CMP0028,2,67.49,71.19,74.52
1623,CMP0028,3,73.98,77.99,88.84
1624,CMP0028,4,65.14,59.16,78.15
1625,CMP0028,5,96.56,72.75,61.31
1626,CMP0028,6,49.77,83.45,34.56
1627,CMP0028,7,67.6,52.71,43.4
1628,CMP0028,8,40.21,82.25,49.59
1629,CMP0028,9,66.81,84.63,59.5
1630,CMP0028,10,58.78,32.03,78.64
1631,CMP0028,11,66.54,78.15,85.63
1632,CMP0028,12,45.24,55.02,52.54
1633,CMP0028,13,98.29,50.95,47.46
1634,CMP0028,14,74.34,59.2,71.88
1635,CMP0028,15,58.46,59.36,43.48
1636,CMP0028,16,84.51,82.61,52.24
1637,CMP0028,17,46.96,53.24,67.5
1638,CMP0028,18,58.87,38.27,74.54
1639,CMP0028,19,61.05,76.13,81.8
1640,CMP0028,20,94.72,77.59,40.57
1641,CMP0028,21,96.35,32.6,66.87
1642,CMP0028,22,40.91,72.05,63.01
1643,CMP0028,23,80.85,54.51,63.59
1644,CMP0028,24,90.55,59.89,37.64
1645,CMP0028,25,62.88,50.83,80.48
1646,CMP0028,26,66.1,69.15,42.29
1647,CMP0028,27,89.62,40.45,54.8
1648,CMP0028,28,66.41,46.92,75.87
1649,CMP0028,29,75.12,76.76,85.24
1650,CMP0028,30,92.12,81.41,78.95
1651,CMP0028,31,79.64,44.57,86.33
1652,CMP0028,32,77.46,39.11,32.81
1653,CMP0028,33,93.38,64.7,87.04
1654,CMP0028,34,43.05,66.56,66.84
1655,CMP0028,35,58.13,82.71,66.18
1656,CMP0028,36,65.2,53.06,81.13
1657,CMP0028,37,97.84,31.32,76.12
1658,CMP0028,38,65.84,70.66,41.23
1659,CMP0028,39,80.5,47.41,82.19
1660,CMP0028,40,77.23,69.96,76.91
1661,CMP0028,41,67.39,36.45,46.4
1662,CMP0028,42,76.65,66.68,74.19
1663,CMP0028,43,79.38,53.43,51.04
1664,CMP0028,44,72.86,83.14,72.77
1665,CMP0028,45,60.13,71.92,58.42
1666,CMP0028,46,98.76,59.82,89.76
1667,CMP0028,47,74.88,88.55,79.67
1668,CMP0028,48,49.17,69.99,45.96
1669,CMP0028,49,99.13,86.19,51.37
1670,CMP0028,50,41.2,88.4,43.3
1671,CMP0028,51,46.98,57.41,89.06
1672,CMP0028,52,86.85,46.96,63.84
1673,CMP0028,53,65.64,84.09,57.27
1674,CMP0028,54,95.3,34.54,72.91
1675,CMP0028,55,94.37,84.76,33.29
1676,CMP0028,56,89.59,50.78,35.13
1677,CMP0028,57,40.06,82.15,70.29
1678,CMP0028,58,94.99,80.99,77.86
1679,CMP0028,59,40.42,30.66,62.68
1680,CMP0028,60,82.48,49.71,36.15
1681,CMP0029,1,64.84,49.49,80.78
1682,CMP0029,2,72.47,60.19,47.44
1683,CMP0029,3,49.57,71.39,65.63
1684,CMP0029,4,79.47,35.6,74.14
1685,CMP0029,5,64.8,63.5,72.83
1686,CMP0029,6,50.14,49.58,48.18
1687,CMP0029,7,83.74,69.09,35.65
1688,CMP0029,8,44.74,73.6,72.51
1689,CMP0029,9,46.8,69.56,85.54
1690,CMP0029,10,64.62,71.08,66.15
1691,CMP0029,11,50.16,59.77,69.79
1692,CMP0029,12,75.14,48.09,68.24
1693,CMP0029,13,57.64,58.52,42.89
1694,CMP0029,14,77.41,41.46,54.29
1695,CMP0029,15,83.78,79.21,84.22
1696,CMP0029,16,45.02,80.75,81.84
1697,CMP0029,17,65.75,86.33,89.48
1698,CMP0029,18,47.5,46.62,43.28
1699,CMP0029,19,87.26,64.46,35.38
1700,CMP0029,20,95.79,74.63,44.48
1701,CMP0029,21,60.06,67.82,34.12
1702,CMP0029,22,75.57,75.64,66.44
1703,CMP0029,23,83.86,31.14,57.87
1704,CMP0029,24,49.19,53.75,69.36
1705,CMP0029,25,72.21,68.92,72.64
1706,CMP0029,26,93.67,80.38,45.16
1707,CMP0029,27,70.3,83.56,82.13
1708,CMP0029,28,91.09,60.44,58.85
1709,CMP0029,29,50.06,67.6,76.34
1710,CMP0029,30,64.95,39.72,40.68
1711,CMP0029,31,61.16,73.71,66.66
1712,CMP0029,32,80.73,38.75,45.47
1713,CMP0029,33,45.65,43.22,43.43
1714,CMP0029,34,83.28,56.0,77.59
1715,CMP0029,35,98.06,35.82,84.16
1716,CMP0029,36,47.08,44.39,41.78
1717,CMP0029,37,75.5,62.44,44.97
1718,CMP0029,38,55.39,64.26,80.63
1719,CMP0029,39,99.28,39.19,58.56
1720,CMP0029,40,81.38,37.77,41.44
1721,CMP0029,41,64.75,79.24,62.6
1722,CMP0029,42,74.77,51.89,63.64
1723,CMP0029,43,51.0,72.64,39.3
1724,CMP0029,44,44.67,37.26,89.26
1725,CMP0029,45,69.48,40.04,57.15
1726,CMP0029,46,60.52,84.55,84.68
1727,CMP0029,47,88.29,83.54,33.09
1728,CMP0029,48,59.55,33.87,69.08
1729,CMP0029,49,43.37,86.87,30.23
1730,CMP0029,50,52.25,42.04,33.91
1731,CMP0029,51,58.61,34.77,56.7
1732,CMP0029,52,78.51,75.54,79.2
1733,CMP0029,53,83.94,76.57,34.03
1734,CMP0029,54,70.5,65.15,44.4
1735,CMP0029,55,53.92,85.03,36.54
1736,CMP0029,56,98.05,88.95,56.99
1737,CMP0029,57,99.24,81.21,53.28
1738,CMP0029,58,67.19,86.26,84.86
1739,CMP0029,59,69.72,85.85,83.8
1740,CMP0029,60,60.88,62.46,47.63
1741,CMP0030,1,77.92,36.63,57.73
1742,CMP0030,2,80.79,72.16,87.9
1743,CMP0030,3,54.55,41.5,38.5
1744,CMP0030,4,75.28,60.84,79.81
1745,CMP0030,5,71.01,43.9,30.87
1746,CMP0030,6,99.6,65.87,49.89
1747,CMP0030,7,81.71,59.5,76.61
1748,CMP0030,8,98.47,35.14,43.11
1749,CMP0030,9,78.67,40.84,45.44
1750,CMP0030,10,86.97,75.54,77.9
1751,CMP0030,11,43.79,83.31,85.86
1752,CMP0030,12,43.6,44.16,45.94
1753,CMP0030,13,76.56,52.03,70.37
1754,CMP0030,14,98.5,69.89,57.15
1755,CMP0030,15,86.34,67.52,48.48
1756,CMP0030,16,70.96,60.41,75.27
1757,CMP0030,17,42.05,79.64,76.47
1758,CMP0030,18,81.12,79.32,55.23
1759,CMP0030,19,75.56,38.34,58.13
1760,CMP0030,20,57.95,38.1,55.35
1761,CMP0030,21,81.01,67.15,67.08
1762,CMP0030,22,58.5,42.57,53.28
1763,CMP0030,23,98.28,82.7,37.1
1764,CMP0030,24,93.41,61.22,50.86
1765,CMP0030,25,56.94,46.51,77.87
1766,CMP0030,26,58.49,60.42,60.12
1767,CMP0030,27,53.5,32.47,70.54
1768,CMP0030,28,90.66,34.37,50.9
1769,CMP0030,29,51.73,87.75,39.27
1770,CMP0030,30,65.86,66.82,57.02
1771,CMP0030,31,62.68,53.55,82.45
1772,CMP0030,32,97.47,55.61,51.39
1773,CMP0030,33,70.52,33.5,39.22
1774,CMP0030,34,83.61,38.2,50.37
1775,CMP0030,35,84.92,39.84,80.8
1776,CMP0030,36,67.09,76.15,75.72
1777,CMP0030,37,88.49,63.13,30.1
1778,CMP0030,38,76.52,48.2,68.31
1779,CMP0030,39,45.77,73.95,36.86
1780,CMP0030,40,64.0,72.77,32.55
1781,CMP0030,41,96.11,50.21,89.85
1782,CMP0030,42,71.14,53.19,58.12
1783,CMP0030,43,42.91,71.8,80.47
1784,CMP0030,44,97.16,77.55,38.95
1785,CMP0030,45,83.5,44.97,83.31
1786,CMP0030,46,41.65,41.99,53.99
1787,CMP0030,47,63.2,61.67,61.68
1788,CMP0030,48,45.08,87.01,36.42
1789,CMP0030,49,82.97,33.02,58.82
1790,CMP0030,50,43.73,54.14,54.84
1791,CMP0030,51,73.07,58.64,70.06
1792,CMP0030,52,69.38,56.23,47.42
1793,CMP0030,53,82.15,33.59,70.22
1794,CMP0030,54,78.2,77.51,47.23
1795,CMP0030,55,87.95,39.45,41.19
1796,CMP0030,56,42.41,34.14,72.81
1797,CMP0030,57,40.92,71.68,43.86
1798,CMP0030,58,82.34,69.8,36.23
1799,CMP0030,59,88.18,86.73,89.85
1800,CMP0030,60,73.84,86.59,46.0
1801,CMP0031,1,76.91,56.85,39.52
1802,CMP0031,2,48.34,40.97,78.2
1803,CMP0031,3,77.66,53.71,30.58
1804,CMP0031,4,81.23,52.24,82.55
1805,CMP0031,5,55.42,51.7,81.57
1806,CMP0031,6,93.56,70.07,81.86
1807,CMP0031,7,69.29,42.97,59.02
1808,CMP0031,8,42.38,38.83,87.93
1809,CMP0031,9,45.88,70.79,47.6
1810,CMP0031,10,68.78,65.18,82.43
1811,CMP0031,11,63.86,56.46,67.13
1812,CMP0031,12,42.7,63.4,80.09
1813,CMP0031,13,74.19,59.53,61.08
1814,CMP0031,14,77.63,68.39,65.12
1815,CMP0031,15,68.94,41.35,86.24
1816,CMP0031,16,92.36,32.96,39.65
1817,CMP0031,17,50.38,66.98,63.82
1818,CMP0031,18,81.85,52.06,81.83
1819,CMP0031,19,60.49,89.97,80.92
1820,CMP0031,20,46.54,71.05,38.58
1821,CMP0031,21,83.83,73.45,67.89
1822,CMP0031,22,40.59,58.19,47.49
1823,CMP0031,23,69.95,37.53,80.27
1824,CMP0031,24,76.59,32.45,75.77
1825,CMP0031,25,44.62,84.72,43.98
1826,CMP0031,26,40.43,60.94,39.04
1827,CMP0031,27,56.12,56.4,56.77
1828,CMP0031,28,99.01,70.19,81.83
1829,CMP0031,29,62.35,53.2,83.07
1830,CMP0031,30,59.15,55.87,33.14
1831,CMP0031,31,74.35,83.56,46.62
1832,CMP0031,32,78.06,36.22,61.18
1833,CMP0031,33,45.38,48.03,33.46
1834,CMP0031,34,46.4,43.79,30.51
1835,CMP0031,35,47.14,32.07,77.89
1836,CMP0031,36,46.92,37.63,34.31
1837,CMP0031,37,41.37,62.99,48.55
1838,CMP0031,38,92.27,40.2,34.41
1839,CMP0031,39,43.37,86.89,42.05
1840,CMP0031,40,80.77,43.69,45.56
1841,CMP0031,41,60.08,79.59,73.66
1842,CMP0031,42,95.4,68.24,87.11
1843,CMP0031,43,94.29,60.93,70.26
1844,CMP0031,44,66.61,47.44,55.12
1845,CMP0031,45,52.88,57.05,71.6
1846,CMP0031,46,78.24,62.14,65.76
1847,CMP0031,47,73.74,46.72,53.32
1848,CMP0031,48,62.09,51.09,68.25
1849,CMP0031,49,73.75,83.4,51.34
1850,CMP0031,50,41.91,67.99,87.08
1851,CMP0031,51,70.24,52.62,48.45
1852,CMP0031,52,96.78,63.65,70.05
1853,CMP0031,53,40.2,41.4,43.18
1854,CMP0031,54,55.87,85.71,70.05
1855,CMP0031,55,59.96,45.61,32.89
1856,CMP0031,56,71.57,70.55,73.61
1857,CMP0031,57,69.68,58.35,64.77
1858,CMP0031,58,78.0,34.34,36.46
1859,CMP0031,59,68.66,76.48,76.09
1860,CMP0031,60,63.42,72.42,88.32
1861,CMP0032,1,59.42,71.28,45.48
1862,CMP0032,2,41.99,64.04,40.23
1863,CMP0032,3,55.44,60.53,63.15
1864,CMP0032,4,76.36,42.35,45.45
1865,CMP0032,5,76.94,82.24,57.47
1866,CMP0032,6,70.8,34.18,43.4
1867,CMP0032,7,53.38,86.35,59.18
1868,CMP0032,8,57.36,70.67,42.76
1869,CMP0032,9,59.67,43.23,57.98
1870,CMP0032,10,87.37,54.87,65.43
1871,CMP0032,11,73.7,55.25,69.1
1872,CMP0032,12,65.15,87.07,83.67
1873,CMP0032,13,42.0,54.84,79.04
1874,CMP0032,14,40.2,86.04,38.25
1875,CMP0032,15,53.05,45.36,48.22
1876,CMP0032,16,99.59,75.39,70.95
1877,CMP0032,17,45.69,63.78,75.7
1878,CMP0032,18,40.09,44.05,35.37
1879,CMP0032,19,92.81,55.7,34.44
1880,CMP0032,20,58.54,74.69,32.87
1881,CMP0032,21,63.41,78.09,61.51
1882,CMP0032,22,46.1,64.95,70.98
1883,CMP0032,23,55.61,85.18,75.56
1884,CMP0032,24,44.46,49.12,49.16
1885,CMP0032,25,41.27,36.5,45.9
1886,CMP0032,26,64.44,84.7,76.89
1887,CMP0032,27,76.42,45.61,73.63
1888,CMP0032,28,68.43,36.48,37.58
1889,CMP0032,29,87.42,72.24,41.63
1890,CMP0032,30,55.79,56.51,68.52
1891,CMP0032,31,80.25,82.52,89.67
1892,CMP0032,32,68.56,58.01,59.55
1893,CMP0032,33,66.8,45.58,39.4
1894,CMP0032,34,70.22,46.55,41.6
1895,CMP0032,35,76.75,38.97,55.04
1896,CMP0032,36,87.24,33.01,41.79
1897,CMP0032,37,59.88,63.22,45.45
1898,CMP0032,38,73.56,35.78,77.93
1899,CMP0032,39,62.22,41.43,78.99
1900,CMP0032,40,93.85,43.05,68.2
1901,CMP0032,41,40.98,79.45,40.15
1902,CMP0032,42,58.59,42.05,78.46
1903,CMP0032,43,81.23,82.86,50.18
1904,CMP0032,44,40.71,68.25,62.5
1905,CMP0032,45,85.51,56.86,72.42
1906,CMP0032,46,69.14,62.53,75.98
1907,CMP0032,47,54.67,39.14,40.79
1908,CMP0032,48,60.85,61.83,66.55
1909,CMP0032,49,99.21,47.12,61.89
1910,CMP0032,50,40.67,68.47,37.88
1911,CMP0032,51,75.59,62.31,89.9
1912,CMP0032,52,99.5,43.26,52.55
1913,CMP0032,53,98.96,80.96,74.06
1914,CMP0032,54,55.68,50.59,60.89
1915,CMP0032,55,62.69,86.93,55.18
1916,CMP0032,56,97.84,87.56,74.82
1917,CMP0032,57,85.3,75.45,33.63
1918,CMP0032,58,90.46,38.7,63.28
1919,CMP0032,59,49.41,38.18,45.57
1920,CMP0032,60,45.47,49.77,53.33
1921,CMP0033,1,41.42,55.9,64.36
1922,CMP0033,2,96.99,81.45,77.64
1923,CMP0033,3,84.37,31.82,71.69
1924,CMP0033,4,86.8,61.52,87.4
1925,CMP0033,5,72.66,37.99,30.32
1926,CMP0033,6,57.22,68.87,51.51
1927,CMP0033,7,47.15,60.07,68.77
1928,CMP0033,8,46.24,49.35,62.29
1929,CMP0033,9,72.66,51.45,71.42
1930,CMP0033,10,81.62,54.4,76.92
1931,CMP0033,11,74.31,44.54,80.33
1932,CMP0033,12,54.93,44.38,60.79
1933,CMP0033,13,59.39,30.81,77.83
1934,CMP0033,14,45.8,83.68,70.63
1935,CMP0033,15,44.5,81.07,46.81
1936,CMP0033,16,80.41,88.14,69.32
1937,CMP0033,17,72.94,46.71,46.32
1938,CMP0033,18,50.77,86.13,53.53
1939,CMP0033,19,80.89,72.23,63.75
1940,CMP0033,20,42.12,46.54,89.31
1941,CMP0033,21,80.41,80.69,40.28
1942,CMP0033,22,64.56,47.7,33.24
1943,CMP0033,23,55.54,40.83,41.76
1944,CMP0033,24,42.0,51.83,50.26
1945,CMP0033,25,44.76,49.55,56.9
1946,CMP0033,26,59.66,42.34,46.83
1947,CMP0033,27,78.27,62.57,58.38
1948,CMP0033,28,41.61,89.98,32.02
1949,CMP0033,29,88.9,57.14,52.75
1950,CMP0033,30,71.29,65.97,72.05
1951,CMP0033,31,83.77,67.52,35.26
1952,CMP0033,32,99.95,47.71,54.33
1953,CMP0033,33,98.27,71.42,36.15
1954,CMP0033,34,75.79,82.05,71.15
1955,CMP0033,35,71.82,42.88,50.39
1956,CMP0033,36,57.0,31.64,69.32
1957,CMP0033,37,85.19,77.4,59.94
1958,CMP0033,38,68.04,85.67,76.16
1959,CMP0033,39,41.3,71.21,41.54
1960,CMP0033,40,93.45,76.19,44.96
1961,CMP0033,41,91.91,47.78,71.67
1962,CMP0033,42,65.2,85.11,51.58
1963,CMP0033,43,83.57,32.35,61.86
1964,CMP0033,44,45.67,54.23,41.97
1965,CMP0033,45,61.54,60.79,59.95
1966,CMP0033,46,68.41,42.09,83.32
1967,CMP0033,47,65.14,58.5,83.45
1968,CMP0033,48,79.57,69.49,72.3
1969,CMP0033,49,44.68,31.54,33.3
1970,CMP0033,50,80.13,66.99,86.24
1971,CMP0033,51,50.07,45.71,78.7
1972,CMP0033,52,78.82,88.29,67.1
1973,CMP0033,53,57.57,35.53,55.8
1974,CMP0033,54,66.98,82.25,82.73
1975,CMP0033,55,49.51,64.78,62.51
1976,CMP0033,56,79.7,39.44,48.53
1977,CMP0033,57,86.88,79.79,89.67
1978,CMP0033,58,42.24,78.37,31.6
1979,CMP0033,59,47.61,37.16,89.65
1980,CMP0033,60,86.85,43.83,40.5
1981,CMP0034,1,52.59,51.42,76.95
1982,CMP0034,2,44.59,65.11,79.26
1983,CMP0034,3,77.14,31.06,68.08
1984,CMP0034,4,44.67,34.88,76.69
1985,CMP0034,5,91.77,83.07,79.66
1986,CMP0034,6,51.43,46.3,47.75
1987,CMP0034,7,45.11,72.31,74.14
1988,CMP0034,8,44.62,32.69,36.4
1989,CMP0034,9,98.22,63.94,37.86
1990,CMP0034,10,82.38,72.4,87.89
1991,CMP0034,11,82.89,81.72,69.67
1992,CMP0034,12,41.58,84.66,48.34
1993,CMP0034,13,95.59,53.04,72.18
1994,CMP0034,14,45.64,89.97,66.3
1995,CMP0034,15,57.32,42.81,62.17
1996,CMP0034,16,44.45,74.91,33.81
1997,CMP0034,17,76.83,59.43,73.38
1998,CMP0034,18,75.93,88.04,82.62
1999,CMP0034,19,91.87,74.98,37.24
2000,CMP0034,20,73.62,60.4,69.01
2001,CMP0034,21,64.4,39.53,50.04
2002,CMP0034,22,55.82,42.59,85.58
2003,CMP0034,23,97.44,69.13,83.02
2004,CMP0034,24,48.86,53.69,69.9
2005,CMP0034,25,85.27,70.86,87.0
2006,CMP0034,26,63.24,86.83,42.08
2007,CMP0034,27,40.68,66.76,85.19
2008,CMP0034,28,97.93,42.99,59.97
2009,CMP0034,29,69.78,44.74,30.01
2010,CMP0034,30,81.39,34.82,44.19
2011,CMP0034,31,61.85,40.29,65.61
2012,CMP0034,32,64.35,85.25,34.83
2013,CMP0034,33,73.23,79.46,89.18
2014,CMP0034,34,67.95,87.63,86.29
2015,CMP0034,35,95.18,69.83,48.72
2016,CMP0034,36,98.64,34.21,62.04
2017,CMP0034,37,69.22,85.28,67.03
2018,CMP0034,38,85.03,70.36,30.72
2019,CMP0034,39,48.61,54.27,31.99
2020,CMP0034,40,43.25,71.33,67.27
2021,CMP0034,41,94.47,61.6,63.97
2022,CMP0034,42,71.4,77.01,31.73
2023,CMP0034,43,86.17,35.44,47.84
2024,CMP0034,44,71.16,88.78,71.69
2025,CMP0034,45,70.25,60.76,51.73
2026,CMP0034,46,61.97,80.57,88.69
2027,CMP0034,47,60.04,67.56,77.61
2028,CMP0034,48,89.17,54.71,50.87
2029,CMP0034,49,60.33,85.39,32.93
2030,CMP0034,50,97.24,65.58,67.58
2031,CMP0034,51,62.78,57.77,73.09
2032,CMP0034,52,41.18,72.97,36.12
2033,CMP0034,53,65.21,82.6,61.41
2034,CMP0034,54,87.33,41.73,85.99
2035,CMP0034,55,83.98,62.08,34.44
2036,CMP0034,56,74.19,72.91,80.26
2037,CMP0034,57,44.41,47.24,64.17
2038,CMP0034,58,91.72,52.38,52.49
2039,CMP0034,59,66.41,72.53,33.49
2040,CMP0034,60,78.56,33.11,46.36
2041,CMP0035,1,62.35,55.08,42.39
2042,CMP0035,2,89.13,65.28,49.35
2043,CMP0035,3,83.21,59.13,41.22
2044,CMP0035,4,41.65,36.17,36.97
2045,CMP0035,5,51.69,46.1,79.26
2046,CMP0035,6,89.43,34.79,42.44
2047,CMP0035,7,59.86,31.83,79.68
2048,CMP0035,8,43.81,67.4,60.88
2049,CMP0035,9,88.68,85.13,66.03
2050,CMP0035,10,89.37,81.03,68.5
2051,CMP0035,11,57.63,31.18,58.37
2052,CMP0035,12,76.97,39.41,81.19
2053,CMP0035,13,92.32,73.12,31.45
2054,CMP0035,14,82.71,68.47,58.64
2055,CMP0035,15,88.2,66.87,56.33
2056,CMP0035,16,66.33,89.98,60.84
2057,CMP0035,17,45.56,59.97,72.5
2058,CMP0035,18,84.8,38.76,83.7
2059,CMP0035,19,89.36,74.19,64.16
2060,CMP0035,20,62.71,85.82,47.12
2061,CMP0035,21,50.52,66.07,72.34
2062,CMP0035,22,52.49,76.6,47.93
2063,CMP0035,23,75.1,54.49,69.27
2064,CMP0035,24,97.12,67.66,52.84
2065,CMP0035,25,52.51,53.13,81.45
2066,CMP0035,26,96.84,49.2,41.0
2067,CMP0035,27,61.51,58.83,84.27
2068,CMP0035,28,63.36,67.98,66.4
2069,CMP0035,29,50.02,73.71,44.37
2070,CMP0035,30,47.36,62.74,43.58
2071,CMP0035,31,85.63,61.49,34.17
2072,CMP0035,32,93.71,80.43,70.73
2073,CMP0035,33,63.22,74.07,36.17
2074,CMP0035,34,96.04,70.92,69.92
2075,CMP0035,35,60.17,50.53,58.64
2076,CMP0035,36,51.13,77.04,37.76
2077,CMP0035,37,54.22,38.27,59.97
2078,CMP0035,38,48.54,86.95,89.16
2079,CMP0035,39,52.26,54.48,76.84
2080,CMP0035,40,74.43,64.65,81.13
2081,CMP0035,41,59.19,36.53,37.13
2082,CMP0035,42,58.15,44.42,66.27
2083,CMP0035,43,98.49,36.99,76.38
2084,CMP0035,44,49.26,40.07,89.36
2085,CMP0035,45,93.38,41.93,75.41
2086,CMP0035,46,45.67,67.21,60.8
2087,CMP0035,47,89.37,49.35,65.81
2088,CMP0035,48,89.85,49.95,44.02
2089,CMP0035,49,54.91,66.39,74.21
2090,CMP0035,50,75.29,60.38,71.69
2091,CMP0035,51,40.98,49.61,86.61
2092,CMP0035,52,78.27,87.26,43.83
2093,CMP0035,53,61.19,48.53,88.73
2094,CMP0035,54,53.65,44.7,30.28
2095,CMP0035,55,57.66,48.15,55.47
2096,CMP0035,56,67.36,47.83,39.0
2097,CMP0035,57,63.36,72.98,39.88
2098,CMP0035,58,90.49,70.21,68.49
2099,CMP0035,59,67.46,82.37,35.16
2100,CMP0035,60,98.32,79.61,36.48
2101,CMP0036,1,43.9,87.92,39.11
2102,CMP0036,2,46.74,53.54,74.46
2103,CMP0036,3,52.16,40.17,35.44
2104,CMP0036,4,70.96,70.16,76.64
2105,CMP0036,5,98.72,75.51,33.46
2106,CMP0036,6,50.04,81.44,65.2
2107,CMP0036,7,76.13,31.93,31.97
2108,CMP0036,8,84.03,67.36,59.07
2109,CMP0036,9,74.49,57.98,68.83
2110,CMP0036,10,81.98,81.91,78.45
2111,CMP0036,11,72.57,78.36,46.57
2112,CMP0036,12,65.41,78.12,36.04
2113,CMP0036,13,84.99,52.94,79.71
2114,CMP0036,14,44.71,65.4,63.02
2115,CMP0036,15,90.98,77.92,60.23
2116,CMP0036,16,70.05,60.99,32.18
2117,CMP0036,17,66.6,39.95,48.79
2118,CMP0036,18,41.34,80.01,33.34
2119,CMP0036,19,80.01,37.32,72.34
2120,CMP0036,20,61.72,51.19,75.42
2121,CMP0036,21,62.07,60.35,67.25
2122,CMP0036,22,64.35,42.74,67.73
2123,CMP0036,23,56.77,49.96,63.42
2124,CMP0036,24,88.04,75.22,80.86
2125,CMP0036,25,78.92,70.23,68.7
2126,CMP0036,26,63.73,63.85,83.54
2127,CMP0036,27,62.95,84.82,44.05
2128,CMP0036,28,70.2,69.13,32.69
2129,CMP0036,29,54.1,69.68,64.4
2130,CMP0036,30,45.14,46.09,49.27
2131,CMP0036,31,66.64,61.43,53.9
2132,CMP0036,32,64.96,70.72,62.94
2133,CMP0036,33,83.03,58.74,53.53
2134,CMP0036,34,76.36,62.81,77.93
2135,CMP0036,35,83.16,63.52,59.08
2136,CMP0036,36,58.42,35.85,83.81
2137,CMP0036,37,83.23,72.24,72.01
