EmployeeSnapshotID,CompanyID,PeriodID,EmployeeCount,AvgSalary
2491,CMP0125,11,1313,101.89
2492,CMP0125,12,1046,79.62
2493,CMP0125,13,3225,61.73
2494,CMP0125,14,1312,89.2
2495,CMP0125,15,1479,70.9
2496,CMP0125,16,1877,82.1
2497,CMP0125,17,2681,49.99
2498,CMP0125,18,1513,76.75
2499,CMP0125,19,2058,37.85
2500,CMP0125,20,1140,82.65
2501,CMP0126,1,3203,62.24
2502,CMP0126,2,2592,71.82
2503,CMP0126,3,2123,104.15
2504,CMP0126,4,1346,67.03
2505,CMP0126,5,2789,86.04
2506,CMP0126,6,3785,75.59
2507,CMP0126,7,3145,90.83
2508,CMP0126,8,4168,68.74
2509,CMP0126,9,5644,58.74
2510,CMP0126,10,6118,64.97
2511,CMP0126,11,4752,79.47
2512,CMP0126,12,4754,51.56
2513,CMP0126,13,5147,91.49
2514,CMP0126,14,4044,55.47
2515,CMP0126,15,2069,50.17
2516,CMP0126,16,3083,92.4
2517,CMP0126,17,5146,77.4
2518,CMP0126,18,4570,52.94
2519,CMP0126,19,1667,79.75
2520,CMP0126,20,5987,34.0
2521,CMP0127,1,4037,85.72
2522,CMP0127,2,1509,70.87
2523,CMP0127,3,2111,47.85
2524,CMP0127,4,4537,63.51
2525,CMP0127,5,1860,79.88
2526,CMP0127,6,4886,52.74
2527,CMP0127,7,2245,77.14
2528,CMP0127,8,4953,70.62
2529,CMP0127,9,4140,72.15
2530,CMP0127,10,2851,89.65
2531,CMP0127,11,3337,93.58
2532,CMP0127,12,3550,59.61
2533,CMP0127,13,4351,66.82
2534,CMP0127,14,3638,32.55
2535,CMP0127,15,2333,99.98
2536,CMP0127,16,2251,125.84
2537,CMP0127,17,3203,99.39
2538,CMP0127,18,5592,74.5
2539,CMP0127,19,6590,81.67
2540,CMP0127,20,1899,55.5
2541,CMP0128,1,4974,29.75
2542,CMP0128,2,2571,82.64
2543,CMP0128,3,3592,47.64
2544,CMP0128,4,1969,93.25
2545,CMP0128,5,2610,121.04
2546,CMP0128,6,4620,74.03
2547,CMP0128,7,3673,44.04
2548,CMP0128,8,2165,64.52
2549,CMP0128,9,2083,62.0
2550,CMP0128,10,2650,65.63
2551,CMP0128,11,2420,72.32
2552,CMP0128,12,4110,54.01
2553,CMP0128,13,4112,62.89
2554,CMP0128,14,2867,88.79
2555,CMP0128,15,3644,58.59
2556,CMP0128,16,2268,21.01
2557,CMP0128,17,4777,58.08
2558,CMP0128,18,5577,71.19
2559,CMP0128,19,4400,65.24
2560,CMP0128,20,5452,89.1
2561,CMP0129,1,3136,58.84
2562,CMP0129,2,4986,57.07
2563,CMP0129,3,4571,47.91
2564,CMP0129,4,6744,57.31
2565,CMP0129,5,4852,55.31
2566,CMP0129,6,3479,84.13
2567,CMP0129,7,3856,55.85
2568,CMP0129,8,4452,48.3
2569,CMP0129,9,4763,82.25
2570,CMP0129,10,1979,87.66
2571,CMP0129,11,4451,79.46
2572,CMP0129,12,6919,93.03
2573,CMP0129,13,8310,42.86
2574,CMP0129,14,7419,64.12
2575,CMP0129,15,6637,62.93
2576,CMP0129,16,6116,56.97
2577,CMP0129,17,9624,95.63
2578,CMP0129,18,7341,92.64
2579,CMP0129,19,4957,96.97
2580,CMP0129,20,6433,71.72
2581,CMP0130,1,1034,97.59
2582,CMP0130,2,2253,90.92
2583,CMP0130,3,2768,73.16
2584,CMP0130,4,2816,29.38
2585,CMP0130,5,2728,83.93
2586,CMP0130,6,1145,53.57
2587,CMP0130,7,1745,63.31
2588,CMP0130,8,1697,66.08
2589,CMP0130,9,2714,62.33
2590,CMP0130,10,1755,61.37
2591,CMP0130,11,2513,83.83
2592,CMP0130,12,2505,75.09
2593,CMP0130,13,3747,78.96
2594,CMP0130,14,2592,73.41
2595,CMP0130,15,3388,35.37
2596,CMP0130,16,1163,107.96
2597,CMP0130,17,1699,79.93
2598,CMP0130,18,3166,99.31
2599,CMP0130,19,3678,74.3
2600,CMP0130,20,3699,91.49
2601,CMP0131,1,3294,98.1
2602,CMP0131,2,3398,58.31
2603,CMP0131,3,7271,82.11
2604,CMP0131,4,2724,89.98
2605,CMP0131,5,6502,74.98
2606,CMP0131,6,3027,76.07
2607,CMP0131,7,7259,61.75
2608,CMP0131,8,7419,60.75
2609,CMP0131,9,3704,110.22
2610,CMP0131,10,7987,59.88
2611,CMP0131,11,3079,32.82
2612,CMP0131,12,10446,70.65
2613,CMP0131,13,7209,45.63
2614,CMP0131,14,10000,62.64
2615,CMP0131,15,3982,88.46
2616,CMP0131,16,3974,87.78
2617,CMP0131,17,3106,74.79
2618,CMP0131,18,5205,34.64
2619,CMP0131,19,7999,105.85
2620,CMP0131,20,6653,62.25
2621,CMP0132,1,3530,78.89
2622,CMP0132,2,10880,80.68
2623,CMP0132,3,5637,75.39
2624,CMP0132,4,8915,103.2
2625,CMP0132,5,13447,55.24
2626,CMP0132,6,9937,58.55
2627,CMP0132,7,5315,98.06
2628,CMP0132,8,5640,100.28
2629,CMP0132,9,7710,74.1
2630,CMP0132,10,4505,79.98
2631,CMP0132,11,8777,71.16
2632,CMP0132,12,14557,67.24
2633,CMP0132,13,15638,73.88
2634,CMP0132,14,12958,74.41
2635,CMP0132,15,10138,45.59
2636,CMP0132,16,7393,70.58
2637,CMP0132,17,11116,80.34
2638,CMP0132,18,10992,78.77
2639,CMP0132,19,5542,72.12
2640,CMP0132,20,15705,66.21
2641,CMP0133,1,1177,62.68
2642,CMP0133,2,1302,79.79
2643,CMP0133,3,1884,101.19
2644,CMP0133,4,2739,45.57
2645,CMP0133,5,1862,49.88
2646,CMP0133,6,1694,43.72
2647,CMP0133,7,912,78.8
2648,CMP0133,8,2286,88.62
2649,CMP0133,9,1049,56.58
2650,CMP0133,10,2244,112.33
2651,CMP0133,11,2218,45.35
2652,CMP0133,12,1253,68.25
2653,CMP0133,13,1474,89.78
2654,CMP0133,14,2185,80.98
2655,CMP0133,15,1794,100.68
2656,CMP0133,16,1392,65.3
2657,CMP0133,17,1916,67.21
2658,CMP0133,18,1335,84.96
2659,CMP0133,19,1814,80.46
2660,CMP0133,20,1920,92.68
2661,CMP0134,1,5322,79.84
2662,CMP0134,2,3288,39.59
2663,CMP0134,3,4074,92.11
2664,CMP0134,4,2479,108.4
2665,CMP0134,5,2552,82.37
2666,CMP0134,6,2848,50.08
2667,CMP0134,7,2638,66.95
2668,CMP0134,8,4673,50.97
2669,CMP0134,9,3481,96.53
2670,CMP0134,10,3998,76.95
2671,CMP0134,11,1871,19.84
2672,CMP0134,12,1873,75.86
2673,CMP0134,13,5030,80.97
2674,CMP0134,14,4835,103.46
2675,CMP0134,15,1555,120.09
2676,CMP0134,16,4796,82.1
2677,CMP0134,17,6219,84.14
2678,CMP0134,18,4036,69.51
2679,CMP0134,19,1416,54.71
2680,CMP0134,20,3421,55.81
2681,CMP0135,1,8512,88.77
2682,CMP0135,2,2270,77.45
2683,CMP0135,3,3981,58.37
2684,CMP0135,4,9630,65.11
2685,CMP0135,5,10213,88.09
2686,CMP0135,6,4490,73.4
2687,CMP0135,7,10881,48.72
2688,CMP0135,8,10101,50.86
2689,CMP0135,9,8198,102.1
2690,CMP0135,10,3789,82.04
2691,CMP0135,11,6023,42.36
2692,CMP0135,12,9205,71.15
2693,CMP0135,13,7286,98.29
2694,CMP0135,14,8152,92.52
2695,CMP0135,15,10444,60.22
2696,CMP0135,16,3355,77.57
2697,CMP0135,17,7076,39.18
2698,CMP0135,18,3271,75.37
2699,CMP0135,19,9674,103.28
2700,CMP0135,20,7040,85.18
2701,CMP0136,1,3382,54.32
2702,CMP0136,2,4668,72.02
2703,CMP0136,3,6750,50.28
2704,CMP0136,4,4048,80.1
2705,CMP0136,5,6589,93.43
2706,CMP0136,6,6783,39.0
2707,CMP0136,7,5317,51.13
2708,CMP0136,8,5772,44.35
2709,CMP0136,9,2841,95.38
2710,CMP0136,10,7798,66.11
2711,CMP0136,11,4816,45.54
2712,CMP0136,12,5230,52.56
2713,CMP0136,13,3798,83.81
2714,CMP0136,14,3248,94.79
2715,CMP0136,15,4100,34.02
2716,CMP0136,16,2371,68.41
2717,CMP0136,17,4485,68.83
2718,CMP0136,18,5862,65.43
2719,CMP0136,19,7213,61.8
2720,CMP0136,20,7151,40.6
2721,CMP0137,1,6495,40.69
2722,CMP0137,2,2450,65.82
2723,CMP0137,3,4242,94.63
2724,CMP0137,4,6493,110.56
2725,CMP0137,5,6091,39.73
2726,CMP0137,6,6384,101.83
2727,CMP0137,7,7073,73.8
2728,CMP0137,8,4483,47.69
2729,CMP0137,9,2976,31.09
2730,CMP0137,10,3901,44.51
2731,CMP0137,11,7425,93.15
2732,CMP0137,12,8306,70.58
2733,CMP0137,13,6681,59.33
2734,CMP0137,14,8878,80.8
2735,CMP0137,15,4325,128.51
2736,CMP0137,16,8272,78.85
2737,CMP0137,17,6015,51.02
2738,CMP0137,18,4300,64.64
2739,CMP0137,19,4220,92.0
2740,CMP0137,20,6656,55.0
2741,CMP0138,1,13494,52.16
2742,CMP0138,2,4316,44.29
2743,CMP0138,3,4315,93.68
2744,CMP0138,4,8247,66.12
2745,CMP0138,5,4274,91.84
2746,CMP0138,6,7888,62.86
2747,CMP0138,7,5456,79.15
2748,CMP0138,8,5623,60.56
2749,CMP0138,9,3340,53.7
2750,CMP0138,10,10286,69.94
2751,CMP0138,11,4635,104.89
2752,CMP0138,12,5231,74.83
2753,CMP0138,13,7747,100.68
2754,CMP0138,14,12165,101.88
2755,CMP0138,15,3487,114.16
2756,CMP0138,16,9901,53.32
2757,CMP0138,17,12741,117.99
2758,CMP0138,18,13872,72.13
2759,CMP0138,19,5899,98.01
2760,CMP0138,20,8429,48.92
2761,CMP0139,1,4988,92.32
2762,CMP0139,2,3102,47.28
2763,CMP0139,3,6681,84.99
2764,CMP0139,4,6734,102.47
2765,CMP0139,5,3949,29.48
2766,CMP0139,6,4379,64.99
2767,CMP0139,7,7180,83.0
2768,CMP0139,8,7077,91.9
2769,CMP0139,9,8759,33.88
2770,CMP0139,10,5801,63.58
2771,CMP0139,11,9513,86.44
2772,CMP0139,12,7017,54.76
2773,CMP0139,13,3867,46.3
2774,CMP0139,14,7292,95.86
2775,CMP0139,15,6297,77.87
2776,CMP0139,16,5668,95.08
2777,CMP0139,17,7129,8.49
2778,CMP0139,18,3655,70.73
2779,CMP0139,19,8277,87.69
2780,CMP0139,20,7019,55.56
2781,CMP0140,1,2853,90.9
2782,CMP0140,2,3537,61.84
2783,CMP0140,3,2708,64.78
2784,CMP0140,4,2478,92.16
2785,CMP0140,5,2514,68.55
2786,CMP0140,6,2472,35.67
2787,CMP0140,7,4922,70.57
2788,CMP0140,8,5579,62.2
2789,CMP0140,9,2503,88.19
2790,CMP0140,10,3274,65.06
2791,CMP0140,11,2530,57.74
2792,CMP0140,12,5633,44.56
2793,CMP0140,13,2094,120.21
2794,CMP0140,14,2117,110.66
2795,CMP0140,15,4818,1.45
2796,CMP0140,16,5640,79.91
2797,CMP0140,17,4117,77.6
2798,CMP0140,18,3647,68.1
2799,CMP0140,19,4778,89.66
2800,CMP0140,20,5613,107.08
2801,CMP0141,1,15259,61.54
2802,CMP0141,2,6994,75.24
2803,CMP0141,3,4178,75.1
2804,CMP0141,4,5443,65.98
2805,CMP0141,5,10226,46.84
2806,CMP0141,6,8666,63.19
2807,CMP0141,7,7293,28.4
2808,CMP0141,8,5001,74.09
2809,CMP0141,9,12293,60.17
2810,CMP0141,10,12162,72.5
2811,CMP0141,11,15311,68.25
2812,CMP0141,12,14780,44.22
2813,CMP0141,13,9685,50.77
2814,CMP0141,14,7322,73.37
2815,CMP0141,15,16068,65.88
2816,CMP0141,16,6217,107.65
2817,CMP0141,17,16061,70.31
2818,CMP0141,18,6323,56.54
2819,CMP0141,19,4842,99.43
2820,CMP0141,20,18594,70.69
2821,CMP0142,1,8972,77.89
2822,CMP0142,2,8807,89.3
2823,CMP0142,3,5098,83.45
2824,CMP0142,4,7048,84.72
2825,CMP0142,5,7832,80.25
2826,CMP0142,6,6012,75.07
2827,CMP0142,7,5556,88.32
2828,CMP0142,8,8222,68.62
2829,CMP0142,9,12592,83.25
2830,CMP0142,10,8003,62.37
2831,CMP0142,11,10774,44.78
2832,CMP0142,12,10369,72.99
2833,CMP0142,13,7670,42.55
2834,CMP0142,14,6532,22.22
2835,CMP0142,15,14108,53.65
2836,CMP0142,16,7534,70.63
2837,CMP0142,17,7343,73.02
2838,CMP0142,18,13384,70.89
2839,CMP0142,19,6829,61.52
2840,CMP0142,20,7733,69.35
2841,CMP0143,1,2555,87.61
2842,CMP0143,2,1423,88.11
2843,CMP0143,3,3435,56.22
2844,CMP0143,4,3884,73.72
2845,CMP0143,5,2941,98.16
2846,CMP0143,6,3274,62.24
2847,CMP0143,7,3387,87.39
2848,CMP0143,8,3506,41.93
2849,CMP0143,9,2966,74.0
2850,CMP0143,10,5412,46.03
2851,CMP0143,11,4650,42.64
2852,CMP0143,12,4055,105.82
2853,CMP0143,13,5675,39.17
2854,CMP0143,14,4737,77.2
2855,CMP0143,15,5393,63.22
2856,CMP0143,16,1952,15.72
2857,CMP0143,17,2731,84.94
2858,CMP0143,18,3523,65.63
2859,CMP0143,19,1468,58.15
2860,CMP0143,20,4357,78.6
2861,CMP0144,1,688,59.56
2862,CMP0144,2,838,85.06
2863,CMP0144,3,1039,33.82
2864,CMP0144,4,1781,122.17
2865,CMP0144,5,1183,58.09
2866,CMP0144,6,1278,51.47
2867,CMP0144,7,1136,72.1
2868,CMP0144,8,903,73.6
2869,CMP0144,9,1498,43.42
2870,CMP0144,10,636,53.22
2871,CMP0144,11,524,58.28
2872,CMP0144,12,1312,79.3
2873,CMP0144,13,1393,122.2
2874,CMP0144,14,542,49.75
2875,CMP0144,15,897,51.48
2876,CMP0144,16,532,67.21
2877,CMP0144,17,608,58.55
2878,CMP0144,18,833,79.47
2879,CMP0144,19,978,63.99
2880,CMP0144,20,954,125.02
2881,CMP0145,1,11309,59.4
2882,CMP0145,2,9404,24.03
2883,CMP0145,3,12045,48.5
2884,CMP0145,4,9199,51.92
2885,CMP0145,5,5367,86.15
2886,CMP0145,6,5878,78.62
2887,CMP0145,7,6117,78.79
2888,CMP0145,8,7296,48.6
2889,CMP0145,9,9210,60.71
2890,CMP0145,10,10596,73.24
2891,CMP0145,11,10440,36.06
2892,CMP0145,12,10176,116.0
2893,CMP0145,13,7892,48.6
2894,CMP0145,14,7216,47.34
2895,CMP0145,15,9714,99.45
2896,CMP0145,16,13479,70.16
2897,CMP0145,17,9780,114.04
2898,CMP0145,18,12339,40.28
2899,CMP0145,19,8831,81.1
2900,CMP0145,20,7203,103.55
2901,CMP0146,1,4578,77.36
2902,CMP0146,2,7429,71.9
2903,CMP0146,3,8598,96.45
2904,CMP0146,4,8222,52.31
2905,CMP0146,5,9342,69.32
2906,CMP0146,6,5366,89.06
2907,CMP0146,7,9981,28.8
2908,CMP0146,8,5316,81.33
2909,CMP0146,9,6555,70.47
2910,CMP0146,10,6761,45.85
2911,CMP0146,11,7009,82.48
2912,CMP0146,12,7440,63.99
2913,CMP0146,13,4024,33.16
2914,CMP0146,14,8701,58.2
2915,CMP0146,15,8459,113.92
2916,CMP0146,16,6740,61.79
2917,CMP0146,17,3885,73.08
2918,CMP0146,18,4681,92.6
2919,CMP0146,19,7134,43.95
2920,CMP0146,20,3758,48.05
2921,CMP0147,1,1948,57.13
2922,CMP0147,2,2040,48.75
2923,CMP0147,3,1788,55.37
2924,CMP0147,4,824,104.55
2925,CMP0147,5,1914,46.89
2926,CMP0147,6,2563,65.63
2927,CMP0147,7,2257,9.43
2928,CMP0147,8,1466,83.39
2929,CMP0147,9,1253,69.22
2930,CMP0147,10,1946,72.32
2931,CMP0147,11,1039,63.92
2932,CMP0147,12,1683,108.54
2933,CMP0147,13,2587,65.1
2934,CMP0147,14,2694,95.34
2935,CMP0147,15,1138,89.77
2936,CMP0147,16,3180,71.29
2937,CMP0147,17,1877,58.89
2938,CMP0147,18,2406,82.08
2939,CMP0147,19,1062,58.54
2940,CMP0147,20,2261,81.78
2941,CMP0148,1,2357,92.17
2942,CMP0148,2,2140,54.61
2943,CMP0148,3,2484,68.5
2944,CMP0148,4,10130,79.45
2945,CMP0148,5,4453,115.52
2946,CMP0148,6,8925,55.38
2947,CMP0148,7,3887,30.03
2948,CMP0148,8,6124,92.84
2949,CMP0148,9,7416,60.95
2950,CMP0148,10,8235,40.56
2951,CMP0148,11,4007,87.04
2952,CMP0148,12,9761,73.97
2953,CMP0148,13,3640,51.18
2954,CMP0148,14,5291,69.24
2955,CMP0148,15,9209,61.29
2956,CMP0148,16,8796,76.78
2957,CMP0148,17,2526,83.65
2958,CMP0148,18,10635,43.17
2959,CMP0148,19,4166,65.93
2960,CMP0148,20,6968,55.64
2961,CMP0149,1,4864,111.95
2962,CMP0149,2,3444,68.54
2963,CMP0149,3,2456,61.78
2964,CMP0149,4,4270,70.22
2965,CMP0149,5,7031,52.25
2966,CMP0149,6,2179,80.98
2967,CMP0149,7,5595,70.36
2968,CMP0149,8,3489,73.94
2969,CMP0149,9,7018,52.55
2970,CMP0149,10,3262,60.39
2971,CMP0149,11,4155,77.53
2972,CMP0149,12,7418,10.01
2973,CMP0149,13,4963,80.94
2974,CMP0149,14,8786,62.26
2975,CMP0149,15,3642,53.1
2976,CMP0149,16,3563,75.9
2977,CMP0149,17,3236,91.1
2978,CMP0149,18,2168,56.31
2979,CMP0149,19,7178,60.6
2980,CMP0149,20,3639,9.42
2981,CMP0150,1,6965,52.4
2982,CMP0150,2,6526,33.28
2983,CMP0150,3,3390,98.5
2984,CMP0150,4,8164,68.62
2985,CMP0150,5,9074,65.51
2986,CMP0150,6,6906,63.7
2987,CMP0150,7,5199,53.58
2988,CMP0150,8,11487,55.75
2989,CMP0150,9,10052,80.16
2990,CMP0150,10,11921,48.04
2991,CMP0150,11,12319,44.63
2992,CMP0150,12,5973,45.09
2993,CMP0150,13,11792,45.38
2994,CMP0150,14,12159,99.46
2995,CMP0150,15,5279,24.69
2996,CMP0150,16,8694,67.71
2997,CMP0150,17,12136,54.27
2998,CMP0150,18,6125,81.59
2999,CMP0150,19,6206,49.04
3000,CMP0150,20,12726,101.25
3001,CMP0151,1,16063,50.03
3002,CMP0151,2,9530,101.24
3003,CMP0151,3,8222,111.62
3004,CMP0151,4,18264,79.13
3005,CMP0151,5,10329,84.81
3006,CMP0151,6,14019,55.73
3007,CMP0151,7,12693,70.01
3008,CMP0151,8,11240,59.32
3009,CMP0151,9,15660,61.58
3010,CMP0151,10,19576,84.84
3011,CMP0151,11,14221,101.12
3012,CMP0151,12,13322,77.41
3013,CMP0151,13,16532,60.66
3014,CMP0151,14,6301,58.17
3015,CMP0151,15,16030,78.82
3016,CMP0151,16,5105,53.76
3017,CMP0151,17,10348,96.53
3018,CMP0151,18,16229,42.01
3019,CMP0151,19,9867,61.03
3020,CMP0151,20,16126,60.11
3021,CMP0152,1,1311,59.31
3022,CMP0152,2,1137,54.2
3023,CMP0152,3,1259,53.1
3024,CMP0152,4,2526,43.53
3025,CMP0152,5,1291,34.17
3026,CMP0152,6,1155,63.38
3027,CMP0152,7,1790,85.65
3028,CMP0152,8,2283,82.32
3029,CMP0152,9,2082,84.83
3030,CMP0152,10,2261,74.95
3031,CMP0152,11,1041,87.89
3032,CMP0152,12,1840,47.93
3033,CMP0152,13,2021,21.42
3034,CMP0152,14,2151,120.61
3035,CMP0152,15,4188,69.16
3036,CMP0152,16,3695,74.09
3037,CMP0152,17,3982,96.71
3038,CMP0152,18,1585,68.51
3039,CMP0152,19,2235,50.42
3040,CMP0152,20,2190,55.29
3041,CMP0153,1,2644,66.5
3042,CMP0153,2,1972,94.85
3043,CMP0153,3,3423,54.91
3044,CMP0153,4,1562,53.06
3045,CMP0153,5,1360,90.41
3046,CMP0153,6,2300,92.89
3047,CMP0153,7,1082,67.9
3048,CMP0153,8,1311,79.3
3049,CMP0153,9,3299,54.3
3050,CMP0153,10,1801,85.28
3051,CMP0153,11,3695,30.09
3052,CMP0153,12,1205,71.79
3053,CMP0153,13,1272,62.53
3054,CMP0153,14,1318,80.8
3055,CMP0153,15,3009,45.87
3056,CMP0153,16,2129,72.9
3057,CMP0153,17,1738,83.08
3058,CMP0153,18,3385,80.58
3059,CMP0153,19,2612,48.27
3060,CMP0153,20,2444,58.53
3061,CMP0154,1,13574,52.26
3062,CMP0154,2,7772,43.69
3063,CMP0154,3,13153,11.46
3064,CMP0154,4,8331,55.67
3065,CMP0154,5,12381,30.53
3066,CMP0154,6,11785,85.76
3067,CMP0154,7,12582,60.29
3068,CMP0154,8,9941,66.21
3069,CMP0154,9,4749,64.22
3070,CMP0154,10,10335,47.6
3071,CMP0154,11,17929,63.99
3072,CMP0154,12,16172,40.58
3073,CMP0154,13,18638,43.34
3074,CMP0154,14,16445,41.78
3075,CMP0154,15,12393,88.13
3076,CMP0154,16,9709,76.68
3077,CMP0154,17,13987,70.66
3078,CMP0154,18,10498,98.52
3079,CMP0154,19,9795,85.04
3080,CMP0154,20,7881,52.53
3081,CMP0155,1,2479,49.61
3082,CMP0155,2,3680,58.33
3083,CMP0155,3,4000,62.1
3084,CMP0155,4,3764,64.15
3085,CMP0155,5,3493,60.82
3086,CMP0155,6,2535,65.42
3087,CMP0155,7,2013,55.82
3088,CMP0155,8,3788,59.56
3089,CMP0155,9,4081,84.15
3090,CMP0155,10,2430,72.55
3091,CMP0155,11,4302,48.24
3092,CMP0155,12,2371,103.31
3093,CMP0155,13,2018,45.6
3094,CMP0155,14,4895,57.36
3095,CMP0155,15,2754,60.35
3096,CMP0155,16,3853,94.24
3097,CMP0155,17,4127,49.87
3098,CMP0155,18,3211,77.65
3099,CMP0155,19,3583,40.09
3100,CMP0155,20,2291,43.19
3101,CMP0156,1,4228,71.22
3102,CMP0156,2,3829,66.46
3103,CMP0156,3,3089,96.14
3104,CMP0156,4,5297,67.7
3105,CMP0156,5,3606,74.94
3106,CMP0156,6,2800,56.1
3107,CMP0156,7,6348,71.2
3108,CMP0156,8,3624,55.29
3109,CMP0156,9,3645,73.0
3110,CMP0156,10,4281,79.58
3111,CMP0156,11,4718,98.07
3112,CMP0156,12,4319,79.52
3113,CMP0156,13,6558,78.67
3114,CMP0156,14,1740,33.74
3115,CMP0156,15,6763,101.44
3116,CMP0156,16,2941,93.53
3117,CMP0156,17,7160,71.43
3118,CMP0156,18,3706,74.32
3119,CMP0156,19,5531,17.61
3120,CMP0156,20,7399,95.35
3121,CMP0157,1,5810,15.18
3122,CMP0157,2,6089,57.82
3123,CMP0157,3,12534,55.81
3124,CMP0157,4,11278,77.97
3125,CMP0157,5,5282,50.29
3126,CMP0157,6,6034,59.32
3127,CMP0157,7,12147,55.99
3128,CMP0157,8,12856,74.93
3129,CMP0157,9,10763,60.17
3130,CMP0157,10,14069,47.75
3131,CMP0157,11,11654,73.23
3132,CMP0157,12,10153,60.16
3133,CMP0157,13,7154,88.83
3134,CMP0157,14,9009,47.81
3135,CMP0157,15,19142,98.01
3136,CMP0157,16,12708,50.8
3137,CMP0157,17,18525,73.57
3138,CMP0157,18,18236,66.41
3139,CMP0157,19,10307,54.35
3140,CMP0157,20,8659,106.73
3141,CMP0158,1,6041,60.72
3142,CMP0158,2,3644,79.6
3143,CMP0158,3,2805,43.15
3144,CMP0158,4,6765,73.2
3145,CMP0158,5,7970,69.79
3146,CMP0158,6,4295,87.81
3147,CMP0158,7,8716,89.25
3148,CMP0158,8,10623,75.55
3149,CMP0158,9,5770,81.91
3150,CMP0158,10,8580,85.78
3151,CMP0158,11,6310,62.06
3152,CMP0158,12,5340,48.11
3153,CMP0158,13,9366,87.51
3154,CMP0158,14,10987,83.47
3155,CMP0158,15,6935,89.07
3156,CMP0158,16,7847,82.72
3157,CMP0158,17,9030,68.02
3158,CMP0158,18,11635,92.58
3159,CMP0158,19,7353,72.7
3160,CMP0158,20,5997,46.43
3161,CMP0159,1,16409,68.88
3162,CMP0159,2,16690,83.05
3163,CMP0159,3,5348,98.76
3164,CMP0159,4,10532,64.69
3165,CMP0159,5,12144,96.17
3166,CMP0159,6,11926,94.64
3167,CMP0159,7,18303,63.75
3168,CMP0159,8,18879,79.99
3169,CMP0159,9,15478,36.34
3170,CMP0159,10,6117,70.64
3171,CMP0159,11,14682,52.66
3172,CMP0159,12,12633,38.21
3173,CMP0159,13,22452,56.88
3174,CMP0159,14,14285,45.78
3175,CMP0159,15,10644,66.15
3176,CMP0159,16,22551,107.76
3177,CMP0159,17,7113,61.53
3178,CMP0159,18,16586,57.98
3179,CMP0159,19,9534,54.69
3180,CMP0159,20,19811,54.74
3181,CMP0160,1,10070,120.84
3182,CMP0160,2,2987,83.31
3183,CMP0160,3,7594,47.03
3184,CMP0160,4,4601,90.25
3185,CMP0160,5,9373,47.86
3186,CMP0160,6,8495,59.49
3187,CMP0160,7,7926,61.16
3188,CMP0160,8,4126,32.0
3189,CMP0160,9,9160,45.3
3190,CMP0160,10,11099,72.34
3191,CMP0160,11,5892,90.47
3192,CMP0160,12,9410,97.76
3193,CMP0160,13,4693,75.69
3194,CMP0160,14,10881,58.14
3195,CMP0160,15,4933,71.7
3196,CMP0160,16,5770,74.97
3197,CMP0160,17,7239,67.39
3198,CMP0160,18,14995,100.84
3199,CMP0160,19,10789,62.08
3200,CMP0160,20,7815,75.31
3201,CMP0161,1,1466,76.47
3202,CMP0161,2,2289,95.7
3203,CMP0161,3,1858,101.22
3204,CMP0161,4,1206,56.73
3205,CMP0161,5,2998,57.89
3206,CMP0161,6,2243,81.23
3207,CMP0161,7,4165,73.93
3208,CMP0161,8,3141,73.65
3209,CMP0161,9,3689,51.08
3210,CMP0161,10,3739,63.35
3211,CMP0161,11,3853,82.52
3212,CMP0161,12,1501,65.2
3213,CMP0161,13,3181,61.02
3214,CMP0161,14,2299,89.15
3215,CMP0161,15,4035,78.26
3216,CMP0161,16,4468,89.96
3217,CMP0161,17,2981,82.98
3218,CMP0161,18,4782,72.13
3219,CMP0161,19,2999,51.0
3220,CMP0161,20,3584,89.39
3221,CMP0162,1,7376,59.33
3222,CMP0162,2,16220,59.14
3223,CMP0162,3,12068,44.65
3224,CMP0162,4,13910,80.28
3225,CMP0162,5,13843,78.76
3226,CMP0162,6,11386,51.07
3227,CMP0162,7,15254,76.27
3228,CMP0162,8,7692,63.89
3229,CMP0162,9,12397,89.65
3230,CMP0162,10,17690,20.21
3231,CMP0162,11,7119,58.13
3232,CMP0162,12,13782,71.18
3233,CMP0162,13,6170,98.08
3234,CMP0162,14,14214,49.73
3235,CMP0162,15,19924,46.35
3236,CMP0162,16,18083,71.57
3237,CMP0162,17,13302,69.04
3238,CMP0162,18,10237,39.56
3239,CMP0162,19,8851,43.78
3240,CMP0162,20,14440,77.08
3241,CMP0163,1,5779,63.56
3242,CMP0163,2,6667,63.4
3243,CMP0163,3,8329,77.34
3244,CMP0163,4,8273,72.61
3245,CMP0163,5,8463,39.51
3246,CMP0163,6,2920,45.12
3247,CMP0163,7,8883,53.53
3248,CMP0163,8,4081,60.27
3249,CMP0163,9,7723,86.17
3250,CMP0163,10,7740,121.89
3251,CMP0163,11,7800,70.28
3252,CMP0163,12,4467,30.92
3253,CMP0163,13,4723,68.27
3254,CMP0163,14,7976,62.19
3255,CMP0163,15,5137,91.01
3256,CMP0163,16,3699,84.32
3257,CMP0163,17,9839,61.31
3258,CMP0163,18,10265,78.33
3259,CMP0163,19,4909,89.21
3260,CMP0163,20,9122,58.18
3261,CMP0164,1,4993,95.69
3262,CMP0164,2,2906,74.9
3263,CMP0164,3,6704,120.43
3264,CMP0164,4,4892,71.54
3265,CMP0164,5,4288,99.54
3266,CMP0164,6,3820,38.55
