ESGID,CompanyID,PeriodID,EnvironmentalScore,SocialScore,GovernanceScore
1511,CMP0076,11,62.51,58.23,33.84
1512,CMP0076,12,54.38,100.0,50.67
1513,CMP0076,13,66.98,36.18,40.96
1514,CMP0076,14,67.86,49.34,56.55
1515,CMP0076,15,43.06,74.49,36.99
1516,CMP0076,16,60.55,74.89,50.18
1517,CMP0076,17,35.38,79.4,56.95
1518,CMP0076,18,39.46,53.12,51.9
1519,CMP0076,19,59.94,52.46,61.45
1520,CMP0076,20,50.3,69.8,47.98
1521,CMP0077,1,71.76,36.18,36.12
1522,CMP0077,2,35.08,51.68,61.65
1523,CMP0077,3,47.57,41.57,66.7
1524,CMP0077,4,36.69,21.28,53.9
1525,CMP0077,5,94.26,79.09,48.9
1526,CMP0077,6,33.43,68.35,43.76
1527,CMP0077,7,53.56,33.95,29.13
1528,CMP0077,8,45.29,35.25,48.02
1529,CMP0077,9,69.4,53.95,61.53
1530,CMP0077,10,73.46,68.41,49.01
1531,CMP0077,11,24.15,33.05,55.08
1532,CMP0077,12,22.05,54.43,45.12
1533,CMP0077,13,49.61,50.84,44.64
1534,CMP0077,14,51.78,71.19,43.9
1535,CMP0077,15,70.93,83.6,52.01
1536,CMP0077,16,59.24,57.68,63.19
1537,CMP0077,17,58.32,30.84,35.1
1538,CMP0077,18,57.99,54.88,50.68
1539,CMP0077,19,46.0,36.05,47.46
1540,CMP0077,20,63.12,64.38,39.86
1541,CMP0078,1,29.95,73.48,65.03
1542,CMP0078,2,54.15,89.07,43.13
1543,CMP0078,3,65.48,70.4,45.29
1544,CMP0078,4,52.72,19.56,30.03
1545,CMP0078,5,47.75,72.72,52.94
1546,CMP0078,6,25.56,61.88,56.98
1547,CMP0078,7,36.39,62.3,55.39
1548,CMP0078,8,42.04,53.91,41.72
1549,CMP0078,9,41.37,55.82,67.0
1550,CMP0078,10,30.99,41.61,40.62
1551,CMP0078,11,54.07,71.09,60.84
1552,CMP0078,12,63.63,69.22,48.18
1553,CMP0078,13,50.96,48.48,71.75
1554,CMP0078,14,28.14,51.77,50.35
1555,CMP0078,15,65.43,79.24,42.74
1556,CMP0078,16,46.94,69.32,20.66
1557,CMP0078,17,24.16,97.58,51.46
1558,CMP0078,18,65.24,25.66,50.09
1559,CMP0078,19,63.97,69.22,44.21
1560,CMP0078,20,59.38,78.29,40.35
1561,CMP0079,1,44.47,57.93,53.3
1562,CMP0079,2,77.25,77.86,47.18
1563,CMP0079,3,57.45,41.09,40.59
1564,CMP0079,4,61.96,55.28,62.5
1565,CMP0079,5,50.07,35.17,41.2
1566,CMP0079,6,78.86,53.61,49.52
1567,CMP0079,7,21.5,59.52,36.48
1568,CMP0079,8,38.68,62.44,48.36
1569,CMP0079,9,43.51,72.11,45.25
1570,CMP0079,10,40.96,82.6,50.34
1571,CMP0079,11,33.71,30.69,24.57
1572,CMP0079,12,49.16,53.13,44.95
1573,CMP0079,13,64.88,95.72,45.83
1574,CMP0079,14,71.14,75.81,48.81
1575,CMP0079,15,37.06,42.63,52.07
1576,CMP0079,16,57.55,64.0,45.62
1577,CMP0079,17,45.75,59.55,39.1
1578,CMP0079,18,33.85,69.12,74.3
1579,CMP0079,19,45.78,59.89,60.39
1580,CMP0079,20,37.35,45.6,39.86
1581,CMP0080,1,47.29,60.57,47.68
1582,CMP0080,2,66.02,74.23,65.84
1583,CMP0080,3,53.77,67.5,54.46
1584,CMP0080,4,37.08,68.04,41.64
1585,CMP0080,5,49.98,22.57,52.44
1586,CMP0080,6,73.65,38.24,52.52
1587,CMP0080,7,49.9,28.47,54.31
1588,CMP0080,8,46.3,46.78,49.2
1589,CMP0080,9,62.68,64.43,54.64
1590,CMP0080,10,70.99,67.42,43.82
1591,CMP0080,11,38.02,55.55,59.27
1592,CMP0080,12,50.73,41.67,54.97
1593,CMP0080,13,29.14,63.58,51.78
1594,CMP0080,14,30.62,35.77,29.9
1595,CMP0080,15,65.26,30.96,55.79
1596,CMP0080,16,27.46,57.14,53.33
1597,CMP0080,17,61.02,59.33,51.16
1598,CMP0080,18,51.77,34.2,43.88
1599,CMP0080,19,41.66,54.08,60.45
1600,CMP0080,20,52.59,92.91,30.84
1601,CMP0081,1,45.64,61.9,40.68
1602,CMP0081,2,70.65,38.94,46.08
1603,CMP0081,3,57.7,27.39,47.67
1604,CMP0081,4,60.84,72.88,39.14
1605,CMP0081,5,59.19,61.94,56.97
1606,CMP0081,6,52.79,36.17,51.81
1607,CMP0081,7,69.04,43.97,50.53
1608,CMP0081,8,52.73,81.39,56.51
1609,CMP0081,9,25.73,40.72,55.45
1610,CMP0081,10,40.48,100.0,68.25
1611,CMP0081,11,56.88,29.84,53.33
1612,CMP0081,12,56.04,67.99,49.62
1613,CMP0081,13,37.79,46.56,48.65
1614,CMP0081,14,51.05,77.03,59.2
1615,CMP0081,15,57.93,55.63,50.64
1616,CMP0081,16,40.19,64.65,40.26
1617,CMP0081,17,59.87,70.8,47.0
1618,CMP0081,18,32.13,40.88,51.02
1619,CMP0081,19,64.78,73.14,46.14
1620,CMP0081,20,66.31,48.3,43.33
1621,CMP0082,1,67.91,60.27,55.2
1622,CMP0082,2,76.18,11.81,45.01
1623,CMP0082,3,50.93,63.7,48.71
1624,CMP0082,4,53.4,90.79,50.13
1625,CMP0082,5,56.57,91.54,53.44
1626,CMP0082,6,49.35,88.39,36.15
1627,CMP0082,7,52.39,37.31,51.51
1628,CMP0082,8,42.32,33.08,41.97
1629,CMP0082,9,55.4,46.03,51.71
1630,CMP0082,10,77.42,87.16,57.95
1631,CMP0082,11,60.37,53.56,40.77
1632,CMP0082,12,56.96,32.45,63.06
1633,CMP0082,13,72.7,64.18,46.38
1634,CMP0082,14,51.79,90.8,52.96
1635,CMP0082,15,53.87,54.22,59.27
1636,CMP0082,16,69.78,64.26,43.25
1637,CMP0082,17,71.14,58.4,58.41
1638,CMP0082,18,81.88,50.37,52.46
1639,CMP0082,19,64.55,90.78,34.13
1640,CMP0082,20,33.19,34.83,47.53
1641,CMP0083,1,40.61,69.42,52.56
1642,CMP0083,2,63.91,37.7,45.42
1643,CMP0083,3,36.14,57.34,52.44
1644,CMP0083,4,47.17,51.02,48.14
1645,CMP0083,5,36.29,69.21,39.44
1646,CMP0083,6,37.08,20.04,61.69
1647,CMP0083,7,84.89,100.0,28.23
1648,CMP0083,8,45.84,59.64,45.83
1649,CMP0083,9,54.66,48.94,56.6
1650,CMP0083,10,50.01,66.21,61.21
1651,CMP0083,11,31.43,16.98,50.83
1652,CMP0083,12,72.63,40.42,44.99
1653,CMP0083,13,33.85,57.5,37.97
1654,CMP0083,14,18.35,49.34,55.59
1655,CMP0083,15,48.14,68.87,38.2
1656,CMP0083,16,47.61,42.26,55.78
1657,CMP0083,17,43.79,71.99,41.33
1658,CMP0083,18,33.34,45.24,58.25
1659,CMP0083,19,43.31,79.82,53.2
1660,CMP0083,20,58.8,63.83,38.43
1661,CMP0084,1,67.85,20.37,56.17
1662,CMP0084,2,68.31,71.18,46.71
1663,CMP0084,3,59.92,45.5,57.53
1664,CMP0084,4,89.54,34.23,50.39
1665,CMP0084,5,85.26,75.92,68.88
1666,CMP0084,6,39.28,22.77,70.61
1667,CMP0084,7,43.31,59.69,54.0
1668,CMP0084,8,54.16,94.92,41.88
1669,CMP0084,9,59.52,53.04,59.33
1670,CMP0084,10,41.16,54.11,23.73
1671,CMP0084,11,63.63,69.71,37.52
1672,CMP0084,12,69.31,100.0,42.85
1673,CMP0084,13,82.29,52.19,49.32
1674,CMP0084,14,68.16,37.01,43.86
1675,CMP0084,15,81.33,64.2,54.72
1676,CMP0084,16,54.35,25.5,40.02
1677,CMP0084,17,80.0,69.01,46.03
1678,CMP0084,18,67.39,48.49,63.09
1679,CMP0084,19,46.13,48.31,58.33
1680,CMP0084,20,79.03,73.74,62.2
1681,CMP0085,1,72.77,48.47,54.29
1682,CMP0085,2,73.87,46.04,63.64
1683,CMP0085,3,80.02,86.67,53.29
1684,CMP0085,4,46.24,92.91,75.42
1685,CMP0085,5,72.0,58.55,49.99
1686,CMP0085,6,56.16,83.23,50.18
1687,CMP0085,7,49.07,65.5,48.29
1688,CMP0085,8,47.27,66.03,64.71
1689,CMP0085,9,34.7,39.9,68.97
1690,CMP0085,10,54.99,54.41,66.99
1691,CMP0085,11,38.34,65.04,32.93
1692,CMP0085,12,43.02,23.6,48.96
1693,CMP0085,13,47.55,69.6,48.21
1694,CMP0085,14,38.06,40.6,58.9
1695,CMP0085,15,46.62,14.56,55.44
1696,CMP0085,16,60.84,38.11,50.52
1697,CMP0085,17,62.34,48.94,54.6
1698,CMP0085,18,70.29,70.18,47.9
1699,CMP0085,19,17.67,0.0,49.72
1700,CMP0085,20,51.53,59.99,44.01
1701,CMP0086,1,49.66,66.32,52.53
1702,CMP0086,2,81.44,45.43,38.46
1703,CMP0086,3,36.93,45.82,56.29
1704,CMP0086,4,39.54,60.7,61.41
1705,CMP0086,5,56.18,22.76,62.27
1706,CMP0086,6,51.73,35.68,54.27
1707,CMP0086,7,32.19,76.74,59.44
1708,CMP0086,8,64.13,75.49,45.7
1709,CMP0086,9,61.78,66.58,52.17
1710,CMP0086,10,43.54,82.36,59.01
1711,CMP0086,11,41.98,30.37,47.56
1712,CMP0086,12,54.39,47.75,47.68
1713,CMP0086,13,28.94,48.05,60.64
1714,CMP0086,14,52.68,53.61,63.6
1715,CMP0086,15,67.48,86.51,57.02
1716,CMP0086,16,51.97,51.49,62.1
1717,CMP0086,17,46.46,43.31,41.56
1718,CMP0086,18,63.9,41.49,45.13
1719,CMP0086,19,33.03,70.7,59.67
1720,CMP0086,20,62.26,64.78,30.34
1721,CMP0087,1,52.82,57.89,58.73
1722,CMP0087,2,56.27,37.8,35.05
1723,CMP0087,3,76.75,52.18,55.14
1724,CMP0087,4,47.23,60.37,49.34
1725,CMP0087,5,42.94,64.57,55.39
1726,CMP0087,6,69.95,73.77,62.37
1727,CMP0087,7,46.14,49.5,46.72
1728,CMP0087,8,28.47,62.67,53.38
1729,CMP0087,9,13.1,34.47,44.92
1730,CMP0087,10,69.42,67.05,59.29
1731,CMP0087,11,32.63,47.77,46.21
1732,CMP0087,12,42.11,27.06,43.51
1733,CMP0087,13,39.89,59.67,48.39
1734,CMP0087,14,47.17,54.9,40.38
1735,CMP0087,15,39.53,29.81,53.57
1736,CMP0087,16,51.75,2.6,50.7
1737,CMP0087,17,49.45,62.67,41.22
1738,CMP0087,18,50.48,76.61,50.96
1739,CMP0087,19,72.56,58.51,58.76
1740,CMP0087,20,83.64,50.45,45.12
1741,CMP0088,1,77.46,44.23,52.92
1742,CMP0088,2,46.38,49.22,55.25
1743,CMP0088,3,36.87,58.53,63.08
1744,CMP0088,4,61.37,19.9,59.03
1745,CMP0088,5,69.88,39.26,54.81
1746,CMP0088,6,25.92,53.48,42.4
1747,CMP0088,7,63.28,100.0,60.59
1748,CMP0088,8,75.76,67.79,78.47
1749,CMP0088,9,44.51,55.75,49.72
1750,CMP0088,10,53.6,77.07,24.74
1751,CMP0088,11,67.94,43.19,44.17
1752,CMP0088,12,64.27,48.44,44.83
1753,CMP0088,13,43.6,81.35,42.02
1754,CMP0088,14,48.52,81.86,58.74
1755,CMP0088,15,63.94,100.0,52.58
1756,CMP0088,16,26.6,92.09,61.31
1757,CMP0088,17,48.5,73.15,53.43
1758,CMP0088,18,42.97,71.43,39.24
1759,CMP0088,19,50.95,50.05,56.51
1760,CMP0088,20,41.15,25.4,52.78
1761,CMP0089,1,33.93,92.83,53.01
1762,CMP0089,2,34.45,35.9,56.29
1763,CMP0089,3,49.26,51.23,35.71
1764,CMP0089,4,49.23,65.35,56.44
1765,CMP0089,5,50.93,52.03,38.7
1766,CMP0089,6,47.44,28.63,54.14
1767,CMP0089,7,42.16,75.21,53.41
1768,CMP0089,8,66.16,53.66,38.75
1769,CMP0089,9,49.42,53.36,69.37
1770,CMP0089,10,45.65,25.76,49.95
1771,CMP0089,11,34.78,69.3,31.42
1772,CMP0089,12,43.8,81.43,50.36
1773,CMP0089,13,44.01,47.65,53.96
1774,CMP0089,14,38.51,39.47,58.15
1775,CMP0089,15,41.39,35.0,63.17
1776,CMP0089,16,31.95,51.66,37.49
1777,CMP0089,17,59.22,36.68,34.55
1778,CMP0089,18,71.43,100.0,42.76
1779,CMP0089,19,32.85,68.91,61.27
1780,CMP0089,20,64.17,65.88,58.85
1781,CMP0090,1,34.34,53.05,38.7
1782,CMP0090,2,46.63,33.83,47.62
1783,CMP0090,3,71.17,84.43,64.86
1784,CMP0090,4,45.75,80.83,37.69
1785,CMP0090,5,66.61,51.61,46.07
1786,CMP0090,6,39.02,43.93,71.51
1787,CMP0090,7,46.42,53.91,49.75
1788,CMP0090,8,45.07,52.83,64.59
1789,CMP0090,9,54.65,65.6,39.31
1790,CMP0090,10,33.84,68.27,50.19
1791,CMP0090,11,41.47,80.53,41.85
1792,CMP0090,12,20.92,32.29,56.42
1793,CMP0090,13,55.14,74.54,52.11
1794,CMP0090,14,63.07,7.36,47.55
1795,CMP0090,15,49.71,30.47,45.41
1796,CMP0090,16,39.2,56.41,46.2
1797,CMP0090,17,62.57,65.38,50.03
1798,CMP0090,18,48.55,46.43,52.61
1799,CMP0090,19,28.93,52.14,52.59
1800,CMP0090,20,37.45,71.58,55.21
1801,CMP0091,1,61.21,63.2,39.62
1802,CMP0091,2,67.73,22.04,63.97
1803,CMP0091,3,72.85,25.28,54.93
1804,CMP0091,4,60.52,47.35,54.92
1805,CMP0091,5,52.35,80.38,36.13
1806,CMP0091,6,51.22,89.38,68.77
1807,CMP0091,7,85.64,75.94,51.47
1808,CMP0091,8,57.72,61.78,49.65
1809,CMP0091,9,74.86,63.93,48.95
1810,CMP0091,10,93.87,99.95,43.16
1811,CMP0091,11,66.47,17.24,57.03
1812,CMP0091,12,59.57,42.03,47.84
1813,CMP0091,13,49.79,24.34,32.58
1814,CMP0091,14,65.75,89.08,70.63
1815,CMP0091,15,64.73,44.23,65.15
1816,CMP0091,16,68.74,95.28,38.5
1817,CMP0091,17,69.59,67.98,62.04
1818,CMP0091,18,88.58,41.61,56.41
1819,CMP0091,19,64.31,35.61,58.44
1820,CMP0091,20,77.47,60.46,45.25
1821,CMP0092,1,56.35,87.51,51.96
1822,CMP0092,2,47.25,33.12,57.17
1823,CMP0092,3,41.91,56.28,32.1
1824,CMP0092,4,35.41,97.67,51.14
1825,CMP0092,5,36.73,49.73,47.0
1826,CMP0092,6,43.07,56.09,36.64
1827,CMP0092,7,71.45,59.55,43.36
1828,CMP0092,8,12.11,57.56,48.91
1829,CMP0092,9,44.66,48.52,46.34
1830,CMP0092,10,53.58,75.86,64.27
1831,CMP0092,11,49.06,77.16,44.84
1832,CMP0092,12,80.9,46.04,69.98
1833,CMP0092,13,42.83,65.11,51.93
1834,CMP0092,14,65.05,59.64,61.12
1835,CMP0092,15,46.3,55.1,44.09
1836,CMP0092,16,76.19,28.05,51.3
1837,CMP0092,17,50.19,15.47,29.25
1838,CMP0092,18,37.55,17.85,56.57
1839,CMP0092,19,48.83,49.47,44.29
1840,CMP0092,20,65.19,46.82,44.57
1841,CMP0093,1,43.84,61.55,50.57
1842,CMP0093,2,57.8,0.0,34.9
1843,CMP0093,3,60.86,42.92,40.1
1844,CMP0093,4,56.21,37.37,61.05
1845,CMP0093,5,68.06,34.45,48.61
1846,CMP0093,6,47.01,17.93,56.83
1847,CMP0093,7,30.32,100.0,68.46
1848,CMP0093,8,60.23,80.27,50.89
1849,CMP0093,9,37.9,41.01,38.02
1850,CMP0093,10,50.11,50.27,60.68
1851,CMP0093,11,59.69,84.92,47.06
1852,CMP0093,12,50.37,77.54,52.29
1853,CMP0093,13,68.82,5.19,43.34
1854,CMP0093,14,43.32,55.14,60.78
1855,CMP0093,15,36.55,61.4,59.43
1856,CMP0093,16,20.8,67.34,57.07
1857,CMP0093,17,54.06,61.14,50.44
1858,CMP0093,18,45.12,49.68,61.6
1859,CMP0093,19,59.98,88.94,69.87
1860,CMP0093,20,59.33,28.3,52.06
1861,CMP0094,1,85.14,17.68,54.88
1862,CMP0094,2,69.65,62.8,54.78
1863,CMP0094,3,45.55,45.9,52.45
1864,CMP0094,4,61.55,40.76,11.44
1865,CMP0094,5,91.76,56.44,58.21
1866,CMP0094,6,66.27,56.87,43.41
1867,CMP0094,7,58.21,73.77,52.09
1868,CMP0094,8,72.9,52.7,46.97
1869,CMP0094,9,62.44,67.22,73.93
1870,CMP0094,10,57.47,62.84,40.11
1871,CMP0094,11,73.78,22.94,50.98
1872,CMP0094,12,75.09,71.38,65.54
1873,CMP0094,13,93.67,54.84,35.33
1874,CMP0094,14,62.26,39.62,45.67
1875,CMP0094,15,61.14,22.93,43.28
1876,CMP0094,16,73.12,48.55,52.82
1877,CMP0094,17,95.88,60.26,48.55
1878,CMP0094,18,41.98,38.25,48.85
1879,CMP0094,19,56.29,95.24,52.98
1880,CMP0094,20,59.82,54.27,55.52
1881,CMP0095,1,27.38,69.38,36.65
1882,CMP0095,2,55.73,80.22,49.79
1883,CMP0095,3,49.81,82.07,64.75
1884,CMP0095,4,26.89,59.65,57.15
1885,CMP0095,5,62.88,17.95,52.47
1886,CMP0095,6,19.84,38.02,45.68
1887,CMP0095,7,63.03,75.23,57.47
1888,CMP0095,8,40.59,33.0,57.13
1889,CMP0095,9,37.52,49.74,52.31
1890,CMP0095,10,45.2,25.52,76.01
1891,CMP0095,11,48.65,69.32,59.42
1892,CMP0095,12,40.0,40.86,60.8
1893,CMP0095,13,69.12,95.73,45.87
1894,CMP0095,14,43.96,82.25,43.87
1895,CMP0095,15,61.32,15.02,65.59
1896,CMP0095,16,73.07,31.17,55.8
1897,CMP0095,17,52.51,92.47,41.07
1898,CMP0095,18,47.58,45.51,36.4
1899,CMP0095,19,44.72,13.58,46.38
1900,CMP0095,20,36.97,88.47,33.88
1901,CMP0096,1,52.06,85.6,53.68
1902,CMP0096,2,56.25,51.77,52.75
1903,CMP0096,3,77.89,39.91,48.73
1904,CMP0096,4,33.84,69.19,30.9
1905,CMP0096,5,52.22,40.1,43.44
1906,CMP0096,6,86.13,70.7,60.77
1907,CMP0096,7,75.19,57.43,51.97
1908,CMP0096,8,70.31,83.75,38.45
1909,CMP0096,9,33.96,48.81,44.84
1910,CMP0096,10,60.88,56.71,52.62
1911,CMP0096,11,56.43,72.71,40.65
1912,CMP0096,12,56.37,17.47,67.22
1913,CMP0096,13,52.32,36.57,56.15
1914,CMP0096,14,56.85,47.63,70.12
1915,CMP0096,15,77.65,36.89,50.4
1916,CMP0096,16,49.15,0.0,45.06
1917,CMP0096,17,67.96,41.24,45.18
1918,CMP0096,18,60.06,65.81,41.53
1919,CMP0096,19,68.74,100.0,57.59
1920,CMP0096,20,54.23,28.02,60.24
1921,CMP0097,1,61.87,100.0,49.25
1922,CMP0097,2,77.55,23.0,41.08
1923,CMP0097,3,61.39,31.71,45.12
1924,CMP0097,4,42.93,43.33,48.16
1925,CMP0097,5,45.13,47.54,38.55
1926,CMP0097,6,45.15,42.42,55.32
1927,CMP0097,7,88.98,69.53,53.57
1928,CMP0097,8,88.94,53.92,35.07
1929,CMP0097,9,33.41,48.66,65.68
1930,CMP0097,10,44.48,38.35,79.45
1931,CMP0097,11,23.58,42.62,45.45
1932,CMP0097,12,68.67,41.65,54.25
1933,CMP0097,13,78.69,50.65,39.97
1934,CMP0097,14,53.52,37.76,59.55
1935,CMP0097,15,56.84,64.58,38.28
1936,CMP0097,16,63.84,39.62,47.56
1937,CMP0097,17,55.17,29.5,51.52
1938,CMP0097,18,84.54,49.18,37.76
1939,CMP0097,19,41.24,19.04,40.21
1940,CMP0097,20,60.06,57.34,47.0
1941,CMP0098,1,37.76,63.63,48.61
1942,CMP0098,2,67.09,48.87,51.75
1943,CMP0098,3,50.4,46.84,43.83
1944,CMP0098,4,34.48,23.23,42.28
1945,CMP0098,5,29.94,92.02,32.61
1946,CMP0098,6,56.61,57.91,53.53
1947,CMP0098,7,54.0,83.21,42.91
1948,CMP0098,8,46.68,58.61,60.01
1949,CMP0098,9,46.76,54.86,61.81
1950,CMP0098,10,73.05,43.77,48.57
1951,CMP0098,11,70.49,58.07,44.27
1952,CMP0098,12,46.6,57.19,34.91
1953,CMP0098,13,45.89,27.88,45.13
1954,CMP0098,14,45.65,93.66,38.08
1955,CMP0098,15,37.56,69.17,59.56
1956,CMP0098,16,27.15,63.5,49.29
1957,CMP0098,17,57.63,38.62,42.1
1958,CMP0098,18,46.02,83.83,43.85
1959,CMP0098,19,49.82,77.56,63.49
1960,CMP0098,20,61.32,24.86,47.86
1961,CMP0099,1,48.41,14.0,62.67
1962,CMP0099,2,45.94,41.09,49.34
1963,CMP0099,3,14.2,69.62,43.61
1964,CMP0099,4,12.04,30.15,44.75
1965,CMP0099,5,55.09,21.23,57.85
1966,CMP0099,6,29.82,64.92,51.17
1967,CMP0099,7,39.92,68.78,48.54
1968,CMP0099,8,19.7,78.71,55.06
1969,CMP0099,9,45.16,74.65,44.91
1970,CMP0099,10,72.9,45.99,52.53
1971,CMP0099,11,24.88,86.55,44.95
1972,CMP0099,12,71.82,8.79,52.88
1973,CMP0099,13,77.85,56.24,49.15
1974,CMP0099,14,11.44,47.49,47.27
1975,CMP0099,15,56.2,79.5,40.09
1976,CMP0099,16,38.93,59.49,40.73
1977,CMP0099,17,38.11,61.84,58.95
1978,CMP0099,18,40.4,61.13,55.44
1979,CMP0099,19,15.73,62.95,57.86
1980,CMP0099,20,50.92,38.08,43.63
1981,CMP0100,1,31.73,76.94,66.57
1982,CMP0100,2,61.56,68.45,40.77
1983,CMP0100,3,33.61,70.61,49.41
1984,CMP0100,4,55.94,67.45,46.71
1985,CMP0100,5,47.09,60.16,53.73
1986,CMP0100,6,43.82,69.77,59.18
1987,CMP0100,7,52.1,70.71,48.5
1988,CMP0100,8,63.5,25.51,75.14
1989,CMP0100,9,51.26,51.06,41.69
1990,CMP0100,10,53.13,10.27,75.11
1991,CMP0100,11,42.16,26.5,48.74
1992,CMP0100,12,75.07,76.42,42.16
1993,CMP0100,13,49.87,55.91,48.83
1994,CMP0100,14,70.85,51.84,45.04
1995,CMP0100,15,40.21,20.44,42.56
1996,CMP0100,16,49.57,32.02,68.26
1997,CMP0100,17,39.06,56.49,54.16
1998,CMP0100,18,75.11,50.5,65.25
1999,CMP0100,19,45.95,84.54,36.19
2000,CMP0100,20,43.56,33.54,69.25
2001,CMP0101,1,56.58,67.13,74.5
2002,CMP0101,2,39.57,60.13,38.85
2003,CMP0101,3,41.58,53.37,37.03
2004,CMP0101,4,47.75,49.91,40.35
2005,CMP0101,5,58.87,42.34,44.75
2006,CMP0101,6,68.09,42.79,36.25
2007,CMP0101,7,57.73,79.73,53.28
2008,CMP0101,8,36.07,61.6,56.03
2009,CMP0101,9,61.15,93.3,39.18
2010,CMP0101,10,23.41,73.67,60.13
2011,CMP0101,11,66.06,66.85,57.04
2012,CMP0101,12,61.52,63.93,50.53
2013,CMP0101,13,63.51,61.14,46.23
2014,CMP0101,14,40.1,40.65,50.08
2015,CMP0101,15,52.82,43.84,38.65
2016,CMP0101,16,48.55,54.09,42.56
2017,CMP0101,17,63.22,77.15,49.39
2018,CMP0101,18,47.99,15.98,56.95
2019,CMP0101,19,65.99,86.86,39.62
2020,CMP0101,20,68.04,73.27,63.6
2021,CMP0102,1,47.43,36.53,26.4
2022,CMP0102,2,46.18,82.3,70.73
2023,CMP0102,3,51.23,41.17,50.11
2024,CMP0102,4,50.69,34.04,31.48
2025,CMP0102,5,47.05,79.97,57.35
2026,CMP0102,6,67.34,40.64,48.72
2027,CMP0102,7,57.61,59.24,54.67
2028,CMP0102,8,51.82,62.27,51.46
2029,CMP0102,9,34.3,48.66,39.38
2030,CMP0102,10,53.75,0.0,57.95
2031,CMP0102,11,38.23,66.04,48.61
2032,CMP0102,12,50.44,92.75,65.66
2033,CMP0102,13,47.33,100.0,49.91
2034,CMP0102,14,35.48,22.75,48.53
2035,CMP0102,15,35.16,44.55,52.36
2036,CMP0102,16,70.74,64.27,56.71
2037,CMP0102,17,47.48,79.59,45.87
2038,CMP0102,18,64.43,33.63,60.39
2039,CMP0102,19,37.9,66.19,59.18
2040,CMP0102,20,33.88,75.41,63.54
2041,CMP0103,1,51.04,83.86,49.28
2042,CMP0103,2,23.29,60.38,68.16
2043,CMP0103,3,67.41,68.97,50.44
2044,CMP0103,4,66.28,47.9,61.06
2045,CMP0103,5,48.86,75.68,48.08
2046,CMP0103,6,88.84,75.82,49.95
2047,CMP0103,7,22.21,57.25,65.11
2048,CMP0103,8,46.0,44.22,40.93
2049,CMP0103,9,43.37,24.51,66.96
2050,CMP0103,10,16.15,59.16,45.96
2051,CMP0103,11,69.18,62.14,36.36
2052,CMP0103,12,68.46,65.57,72.53
2053,CMP0103,13,86.27,19.63,39.74
2054,CMP0103,14,25.09,47.25,33.1
2055,CMP0103,15,55.42,64.55,36.8
2056,CMP0103,16,47.49,91.03,45.08
2057,CMP0103,17,78.55,43.94,53.0
2058,CMP0103,18,51.98,21.02,37.87
2059,CMP0103,19,43.12,59.7,53.13
2060,CMP0103,20,41.48,36.53,63.56
2061,CMP0104,1,67.25,57.32,41.16
2062,CMP0104,2,52.43,32.62,62.9
2063,CMP0104,3,70.44,65.06,27.09
2064,CMP0104,4,51.79,52.25,67.02
2065,CMP0104,5,52.46,21.87,56.34
2066,CMP0104,6,74.13,65.57,59.04
2067,CMP0104,7,42.19,51.55,56.84
2068,CMP0104,8,48.88,47.52,51.87
2069,CMP0104,9,59.25,63.78,68.4
2070,CMP0104,10,94.56,65.78,34.06
2071,CMP0104,11,47.67,12.39,67.85
2072,CMP0104,12,61.3,77.52,49.16
2073,CMP0104,13,86.64,58.4,43.99
2074,CMP0104,14,45.87,92.45,65.17
2075,CMP0104,15,84.59,61.45,52.97
2076,CMP0104,16,45.89,44.85,65.62
2077,CMP0104,17,51.37,33.49,53.64
2078,CMP0104,18,73.4,53.22,53.89
2079,CMP0104,19,65.77,64.32,42.24
2080,CMP0104,20,45.07,58.89,53.83
2081,CMP0105,1,10.11,51.29,60.97
2082,CMP0105,2,44.01,51.23,44.9
2083,CMP0105,3,35.61,87.69,47.01
2084,CMP0105,4,67.04,63.68,54.73
2085,CMP0105,5,44.59,18.53,37.5
2086,CMP0105,6,50.95,52.89,42.73
2087,CMP0105,7,48.42,60.89,28.99
2088,CMP0105,8,45.7,54.12,49.71
2089,CMP0105,9,34.49,66.27,45.08
2090,CMP0105,10,83.89,85.01,48.31
2091,CMP0105,11,55.35,37.87,58.85
2092,CMP0105,12,68.39,76.07,46.21
2093,CMP0105,13,20.67,39.44,38.61
2094,CMP0105,14,39.67,87.39,59.76
2095,CMP0105,15,43.76,36.36,62.17
2096,CMP0105,16,88.06,66.98,40.77
2097,CMP0105,17,49.91,67.69,37.35
2098,CMP0105,18,56.49,47.98,32.7
2099,CMP0105,19,44.78,14.63,36.36
2100,CMP0105,20,37.67,91.81,54.81
2101,CMP0106,1,34.09,63.45,38.19
2102,CMP0106,2,42.73,17.79,59.91
2103,CMP0106,3,42.04,70.54,44.8
2104,CMP0106,4,61.01,32.08,45.34
2105,CMP0106,5,47.11,61.0,74.23
2106,CMP0106,6,66.75,59.91,53.6
2107,CMP0106,7,41.31,54.16,49.83
2108,CMP0106,8,58.53,26.74,67.78
2109,CMP0106,9,28.29,60.7,46.0
2110,CMP0106,10,34.2,52.34,43.0
2111,CMP0106,11,47.48,47.69,28.52
2112,CMP0106,12,53.96,100.0,53.13
2113,CMP0106,13,16.84,73.23,33.29
2114,CMP0106,14,63.81,65.26,38.48
2115,CMP0106,15,48.91,82.6,43.3
2116,CMP0106,16,36.89,47.46,36.33
