date,product_code,customer_code,sold_quantity,fiscal_year
01-06-2019,A0219150201,90002006,56,2019
01-06-2019,A0219150201,90002008,86,2019
01-06-2019,A0219150201,90002009,22,2019
01-06-2019,A0219150201,90002010,104,2019
01-06-2019,A0219150201,90002012,130,2019
01-06-2019,A0219150201,90002013,13,2019
01-06-2019,A0219150201,90002014,55,2019
01-06-2019,A0219150201,90002016,113,2019
01-06-2019,A0219150201,90003180,26,2019
01-06-2019,A0219150201,90005160,10,2019
01-06-2019,A0219150201,90005161,10,2019
01-06-2019,A0219150201,90005162,9,2019
01-06-2019,A0219150201,90006153,30,2019
01-06-2019,A0219150201,90006156,18,2019
01-06-2019,A0219150201,90007197,61,2019
01-06-2019,A0219150201,90008164,39,2019
01-06-2019,A0219150201,90008165,39,2019
01-06-2019,A0219150201,90008166,38,2019
01-06-2019,A0219150201,90008168,17,2019
01-06-2019,A0219150201,90010044,4,2019
01-06-2019,A0219150201,90010045,6,2019
01-06-2019,A0219150201,90010046,8,2019
01-06-2019,A0219150201,90011185,13,2019
01-06-2019,A0219150201,90011186,29,2019
01-06-2019,A0219150201,90011188,30,2019
01-06-2019,A0219150201,90011189,9,2019
01-06-2019,A0219150201,90011190,17,2019
01-06-2019,A0219150201,90011192,27,2019
01-06-2019,A0219150201,90012033,14,2019
01-06-2019,A0219150201,90012034,10,2019
01-06-2019,A0219150201,90012036,18,2019
01-06-2019,A0219150201,90012037,20,2019
01-06-2019,A0219150201,90012038,20,2019
01-06-2019,A0219150201,90012040,6,2019
01-06-2019,A0219150201,90012041,12,2019
01-06-2019,A0219150201,90013116,15,2019
01-06-2019,A0219150201,90013117,18,2019
01-06-2019,A0219150201,90013118,4,2019
01-06-2019,A0219150201,90013120,10,2019
01-06-2019,A0219150201,90013121,9,2019
01-06-2019,A0219150201,90013122,4,2019
01-06-2019,A0219150201,90013124,15,2019
01-06-2019,A0219150201,90014136,2,2019
01-06-2019,A0219150201,90014137,2,2019
01-06-2019,A0219150201,90014138,2,2019
01-06-2019,A0219150201,90014140,2,2019
01-06-2019,A0219150201,90014141,1,2019
01-06-2019,A0219150201,90016172,4,2019
01-06-2019,A0219150201,90016173,2,2019
01-06-2019,A0219150201,90016174,1,2019
01-06-2019,A0219150201,90016176,6,2019
01-06-2019,A0219150201,90017049,7,2019
01-06-2019,A0219150201,90017050,4,2019
01-06-2019,A0219150201,90017052,1,2019
01-06-2019,A0219150201,90017053,2,2019
01-06-2019,A0219150201,90017054,7,2019
01-06-2019,A0219150201,90017056,3,2019
01-06-2019,A0219150201,90017057,6,2019
01-06-2019,A0219150201,90017058,6,2019
01-06-2019,A0219150201,90019200,1,2019
01-06-2019,A0219150201,90019201,1,2019
01-06-2019,A0219150201,90019202,1,2019
01-06-2019,A0219150201,90021086,3,2019
01-06-2019,A0219150201,90021088,4,2019
01-06-2019,A0219150201,90021089,10,2019
01-06-2019,A0219150201,90021090,10,2019
01-06-2019,A0219150201,90021092,2,2019
01-06-2019,A0219150201,90021093,15,2019
01-06-2019,A0219150201,90021094,16,2019
01-06-2019,A0219150201,90022072,11,2019
01-06-2019,A0219150201,90022073,51,2019
01-06-2019,A0219150201,90022074,86,2019
01-06-2019,A0219150201,90022076,23,2019
01-06-2019,A0219150201,90022077,63,2019
01-06-2019,A0219150201,90022078,10,2019
01-06-2019,A0219150201,90022080,53,2019
01-06-2019,A0219150201,90022081,74,2019
01-06-2019,A0219150201,90022082,52,2019
01-06-2019,A0219150201,90023022,4,2019
01-06-2019,A0219150201,90023024,10,2019
01-06-2019,A0219150201,90023025,30,2019
01-06-2019,A0219150201,90023026,8,2019
01-06-2019,A0219150201,90023028,21,2019
01-06-2019,A0219150201,90023029,13,2019
01-06-2019,A0219150201,90023030,11,2019
01-06-2019,A0219150201,90026205,5,2019
01-06-2019,A0219150202,70002017,33,2019
01-06-2019,A0219150202,70002018,131,2019
01-06-2019,A0219150202,70003181,25,2019
01-06-2019,A0219150202,70003182,42,2019
01-06-2019,A0219150202,70006157,23,2019
01-06-2019,A0219150202,70006158,36,2019
01-06-2019,A0219150202,70007198,78,2019
01-06-2019,A0219150202,70008169,15,2019
01-06-2019,A0219150202,70008170,24,2019
01-06-2019,A0219150202,70010048,5,2019
01-06-2019,A0219150202,70011193,26,2019
01-06-2019,A0219150202,70011194,8,2019
01-06-2019,A0219150202,70012042,20,2019
01-06-2019,A0219150202,70013125,21,2019
01-06-2019,A0219150202,70013126,21,2019
01-06-2019,A0219150202,70014142,2,2019
01-06-2019,A0219150202,70016177,5,2019
01-06-2019,A0219150202,70016178,4,2019
01-06-2019,A0219150202,70017060,4,2019
01-06-2019,A0219150202,70019204,1,2019
01-06-2019,A0219150202,70021096,3,2019
01-06-2019,A0219150202,70022084,25,2019
01-06-2019,A0219150202,70022085,72,2019
01-06-2019,A0219150202,70023032,11,2019
01-06-2019,A0219150202,70026206,2,2019
01-06-2019,A0219150202,70027208,12,2019
01-06-2019,A0219150202,80006154,92,2019
01-06-2019,A0219150202,80007196,170,2019
01-06-2019,A0219150202,90001020,11,2019
01-06-2019,A0219150202,90001021,13,2019
01-06-2019,A0219150202,90002001,123,2019
01-06-2019,A0219150202,90002002,36,2019
01-06-2019,A0219150202,90002004,59,2019
01-06-2019,A0219150202,90002005,86,2019
01-06-2019,A0219150202,90002006,51,2019
01-06-2019,A0219150202,90002008,189,2019
01-06-2019,A0219150202,90002009,142,2019
01-06-2019,A0219150202,90002010,112,2019
01-06-2019,A0219150202,90002012,69,2019
01-06-2019,A0219150202,90002013,125,2019
01-06-2019,A0219150202,90002014,62,2019
01-06-2019,A0219150202,90002016,111,2019
01-06-2019,A0219150202,90003180,41,2019
01-06-2019,A0219150202,90005160,5,2019
01-06-2019,A0219150202,90005161,7,2019
01-06-2019,A0219150202,90005162,7,2019
01-06-2019,A0219150202,90006153,8,2019
01-06-2019,A0219150202,90006156,6,2019
01-06-2019,A0219150202,90007197,37,2019
01-06-2019,A0219150202,90008164,37,2019
01-06-2019,A0219150202,90008165,38,2019
01-06-2019,A0219150202,90008166,25,2019
01-06-2019,A0219150202,90008168,8,2019
01-06-2019,A0219150202,90010044,6,2019
01-06-2019,A0219150202,90010045,10,2019
01-06-2019,A0219150202,90010046,1,2019
01-06-2019,A0219150202,90011185,26,2019
01-06-2019,A0219150202,90011186,19,2019
01-06-2019,A0219150202,90011188,17,2019
01-06-2019,A0219150202,90011189,5,2019
01-06-2019,A0219150202,90011190,25,2019
01-06-2019,A0219150202,90011192,4,2019
01-06-2019,A0219150202,90012033,21,2019
01-06-2019,A0219150202,90012034,13,2019
01-06-2019,A0219150202,90012036,22,2019
01-06-2019,A0219150202,90012037,14,2019
01-06-2019,A0219150202,90012038,22,2019
01-06-2019,A0219150202,90012040,10,2019
01-06-2019,A0219150202,90012041,4,2019
01-06-2019,A0219150202,90013116,13,2019
01-06-2019,A0219150202,90013117,13,2019
01-06-2019,A0219150202,90013118,11,2019
01-06-2019,A0219150202,90013120,14,2019
01-06-2019,A0219150202,90013121,18,2019
01-06-2019,A0219150202,90013122,3,2019
01-06-2019,A0219150202,90013124,17,2019
01-06-2019,A0219150202,90014136,2,2019
01-06-2019,A0219150202,90014137,3,2019
01-06-2019,A0219150202,90014138,3,2019
01-06-2019,A0219150202,90014140,2,2019
01-06-2019,A0219150202,90014141,1,2019
01-06-2019,A0219150202,90016172,2,2019
01-06-2019,A0219150202,90016173,4,2019
01-06-2019,A0219150202,90016174,3,2019
01-06-2019,A0219150202,90016176,2,2019
01-06-2019,A0219150202,90017049,3,2019
01-06-2019,A0219150202,90017050,7,2019
01-06-2019,A0219150202,90017052,7,2019
01-06-2019,A0219150202,90017053,7,2019
01-06-2019,A0219150202,90017054,1,2019
01-06-2019,A0219150202,90017056,5,2019
01-06-2019,A0219150202,90017057,3,2019
01-06-2019,A0219150202,90017058,3,2019
01-06-2019,A0219150202,90019200,1,2019
01-06-2019,A0219150202,90021086,11,2019
01-06-2019,A0219150202,90021088,14,2019
01-06-2019,A0219150202,90021089,16,2019
01-06-2019,A0219150202,90021090,12,2019
01-06-2019,A0219150202,90021092,4,2019
01-06-2019,A0219150202,90021093,16,2019
01-06-2019,A0219150202,90021094,2,2019
01-06-2019,A0219150202,90022072,68,2019
01-06-2019,A0219150202,90022073,35,2019
01-06-2019,A0219150202,90022074,14,2019
01-06-2019,A0219150202,90022076,47,2019
01-06-2019,A0219150202,90022077,50,2019
01-06-2019,A0219150202,90022078,56,2019
01-06-2019,A0219150202,90022080,29,2019
01-06-2019,A0219150202,90022081,99,2019
01-06-2019,A0219150202,90022082,19,2019
01-06-2019,A0219150202,90023022,16,2019
01-06-2019,A0219150202,90023024,17,2019
01-06-2019,A0219150202,90023025,4,2019
01-06-2019,A0219150202,90023026,16,2019
01-06-2019,A0219150202,90023028,18,2019
01-06-2019,A0219150202,90023029,31,2019
01-06-2019,A0219150202,90023030,8,2019
01-06-2019,A0219150202,90026205,6,2019
01-06-2019,A0418150101,70002017,44,2019
01-06-2019,A0418150101,70002018,66,2019
01-06-2019,A0418150101,70003181,28,2019
01-06-2019,A0418150101,70003182,36,2019
01-06-2019,A0418150101,70006157,26,2019
01-06-2019,A0418150101,70006158,24,2019
01-06-2019,A0418150101,70007198,47,2019
01-06-2019,A0418150101,70008169,8,2019
01-06-2019,A0418150101,70008170,27,2019
01-06-2019,A0418150101,70010048,4,2019
01-06-2019,A0418150101,70011193,3,2019
01-06-2019,A0418150101,70011194,21,2019
01-06-2019,A0418150101,70012042,9,2019
01-06-2019,A0418150101,70013125,17,2019
01-06-2019,A0418150101,70013126,4,2019
01-06-2019,A0418150101,70014142,1,2019
01-06-2019,A0418150101,70016177,1,2019
01-06-2019,A0418150101,70016178,4,2019
01-06-2019,A0418150101,70017060,1,2019
01-06-2019,A0418150101,70019204,1,2019
01-06-2019,A0418150101,70021096,8,2019
01-06-2019,A0418150101,70022084,58,2019
01-06-2019,A0418150101,70022085,24,2019
01-06-2019,A0418150101,70023032,3,2019
01-06-2019,A0418150101,70026206,3,2019
01-06-2019,A0418150101,70027208,12,2019
01-06-2019,A0418150101,80006154,69,2019
01-06-2019,A0418150101,80007196,213,2019
01-06-2019,A0418150101,90001020,4,2019
01-06-2019,A0418150101,90001021,1,2019
01-06-2019,A0418150101,90002001,40,2019
01-06-2019,A0418150101,90002002,57,2019
01-06-2019,A0418150101,90002004,74,2019
01-06-2019,A0418150101,90002005,16,2019
01-06-2019,A0418150101,90002006,17,2019
01-06-2019,A0418150101,90002008,161,2019
01-06-2019,A0418150101,90002009,120,2019
01-06-2019,A0418150101,90002010,74,2019
01-06-2019,A0418150101,90002012,100,2019
01-06-2019,A0418150101,90002013,73,2019
01-06-2019,A0418150101,90002014,56,2019
01-06-2019,A0418150101,90002016,34,2019
01-06-2019,A0418150101,90003180,15,2019
01-06-2019,A0418150101,90005160,5,2019
01-06-2019,A0418150101,90005161,3,2019
01-06-2019,A0418150101,90005162,3,2019
01-06-2019,A0418150101,90006153,13,2019
01-06-2019,A0418150101,90006156,9,2019
01-06-2019,A0418150101,90007197,26,2019
01-06-2019,A0418150101,90008164,11,2019
01-06-2019,A0418150101,90008165,11,2019
01-06-2019,A0418150101,90008166,20,2019
01-06-2019,A0418150101,90008168,14,2019
01-06-2019,A0418150101,90010044,5,2019
01-06-2019,A0418150101,90010045,5,2019
01-06-2019,A0418150101,90010046,8,2019
01-06-2019,A0418150101,90011185,12,2019
01-06-2019,A0418150101,90011186,26,2019
01-06-2019,A0418150101,90011188,22,2019
01-06-2019,A0418150101,90011189,9,2019
01-06-2019,A0418150101,90011190,17,2019
01-06-2019,A0418150101,90011192,10,2019
01-06-2019,A0418150101,90012033,3,2019
01-06-2019,A0418150101,90012034,12,2019
01-06-2019,A0418150101,90012036,6,2019
01-06-2019,A0418150101,90012037,16,2019
01-06-2019,A0418150101,90012038,14,2019
01-06-2019,A0418150101,90012040,17,2019
01-06-2019,A0418150101,90012041,2,2019
01-06-2019,A0418150101,90013116,3,2019
01-06-2019,A0418150101,90013117,6,2019
01-06-2019,A0418150101,90013118,16,2019
01-06-2019,A0418150101,90013120,12,2019
01-06-2019,A0418150101,90013121,14,2019
01-06-2019,A0418150101,90013122,10,2019
01-06-2019,A0418150101,90013124,13,2019
01-06-2019,A0418150101,90014136,3,2019
01-06-2019,A0418150101,90014137,2,2019
01-06-2019,A0418150101,90014138,1,2019
01-06-2019,A0418150101,90014140,3,2019
01-06-2019,A0418150101,90014141,2,2019
01-06-2019,A0418150101,90016172,2,2019
01-06-2019,A0418150101,90016173,1,2019
01-06-2019,A0418150101,90016174,4,2019
01-06-2019,A0418150101,90016176,2,2019
01-06-2019,A0418150101,90017049,3,2019
01-06-2019,A0418150101,90017050,1,2019
01-06-2019,A0418150101,90017052,1,2019
01-06-2019,A0418150101,90017053,5,2019
01-06-2019,A0418150101,90017054,3,2019
01-06-2019,A0418150101,90017056,4,2019
01-06-2019,A0418150101,90017057,4,2019
01-06-2019,A0418150101,90017058,4,2019
01-06-2019,A0418150101,90019200,1,2019
01-06-2019,A0418150101,90019201,1,2019
01-06-2019,A0418150101,90021086,7,2019
01-06-2019,A0418150101,90021088,3,2019
01-06-2019,A0418150101,90021089,4,2019
01-06-2019,A0418150101,90021090,4,2019
01-06-2019,A0418150101,90021092,8,2019
01-06-2019,A0418150101,90021093,5,2019
01-06-2019,A0418150101,90021094,7,2019
01-06-2019,A0418150101,90022072,30,2019
01-06-2019,A0418150101,90022073,59,2019
01-06-2019,A0418150101,90022074,11,2019
01-06-2019,A0418150101,90022076,41,2019
01-06-2019,A0418150101,90022077,53,2019
01-06-2019,A0418150101,90022078,53,2019
01-06-2019,A0418150101,90022080,42,2019
01-06-2019,A0418150101,90022081,16,2019
01-06-2019,A0418150101,90022082,22,2019
01-06-2019,A0418150101,90023022,4,2019
01-06-2019,A0418150101,90023024,21,2019
01-06-2019,A0418150101,90023025,4,2019
01-06-2019,A0418150101,90023026,20,2019
01-06-2019,A0418150101,90023028,22,2019
01-06-2019,A0418150101,90023029,4,2019
01-06-2019,A0418150101,90023030,20,2019
01-06-2019,A0418150101,90026205,2,2019
01-06-2019,A0418150102,70002017,56,2019
01-06-2019,A0418150102,70002018,96,2019
01-06-2019,A0418150102,70003181,20,2019
01-06-2019,A0418150102,70003182,18,2019
01-06-2019,A0418150102,70006157,23,2019
01-06-2019,A0418150102,70006158,7,2019
01-06-2019,A0418150102,70007198,17,2019
01-06-2019,A0418150102,70008169,7,2019
01-06-2019,A0418150102,70008170,24,2019
01-06-2019,A0418150102,70010048,8,2019
01-06-2019,A0418150102,70011193,19,2019
01-06-2019,A0418150102,70011194,24,2019
01-06-2019,A0418150102,70012042,3,2019
01-06-2019,A0418150102,70013125,17,2019
01-06-2019,A0418150102,70013126,14,2019
01-06-2019,A0418150102,70014142,1,2019
01-06-2019,A0418150102,70016177,4,2019
01-06-2019,A0418150102,70016178,4,2019
01-06-2019,A0418150102,70017060,4,2019
01-06-2019,A0418150102,70021096,2,2019
01-06-2019,A0418150102,70022084,42,2019
01-06-2019,A0418150102,70022085,58,2019
01-06-2019,A0418150102,70023032,16,2019
01-06-2019,A0418150102,70026206,8,2019
01-06-2019,A0418150102,70027208,7,2019
01-06-2019,A0418150102,80006154,20,2019
01-06-2019,A0418150102,80007196,139,2019
01-06-2019,A0418150102,90001020,9,2019
01-06-2019,A0418150102,90001021,13,2019
01-06-2019,A0418150102,90002001,95,2019
01-06-2019,A0418150102,90002002,98,2019
01-06-2019,A0418150102,90002004,58,2019
01-06-2019,A0418150102,90002005,45,2019
01-06-2019,A0418150102,90002006,18,2019
01-06-2019,A0418150102,90002008,116,2019
01-06-2019,A0418150102,90002009,66,2019
01-06-2019,A0418150102,90002010,26,2019
01-06-2019,A0418150102,90002012,23,2019
01-06-2019,A0418150102,90002013,69,2019
01-06-2019,A0418150102,90002014,36,2019
01-06-2019,A0418150102,90002016,89,2019
01-06-2019,A0418150102,90003180,26,2019
01-06-2019,A0418150102,90005160,5,2019
01-06-2019,A0418150102,90005161,6,2019
01-06-2019,A0418150102,90005162,4,2019
01-06-2019,A0418150102,90006153,12,2019
01-06-2019,A0418150102,90006156,20,2019
01-06-2019,A0418150102,90007197,58,2019
01-06-2019,A0418150102,90008164,4,2019
01-06-2019,A0418150102,90008165,12,2019
01-06-2019,A0418150102,90008166,4,2019
01-06-2019,A0418150102,90008168,33,2019
01-06-2019,A0418150102,90010044,6,2019
01-06-2019,A0418150102,90010045,5,2019
01-06-2019,A0418150102,90010046,7,2019
01-06-2019,A0418150102,90011185,16,2019
01-06-2019,A0418150102,90011186,4,2019
01-06-2019,A0418150102,90011188,21,2019
01-06-2019,A0418150102,90011189,20,2019
01-06-2019,A0418150102,90011190,16,2019
01-06-2019,A0418150102,90011192,19,2019
01-06-2019,A0418150102,90012033,13,2019
01-06-2019,A0418150102,90012034,17,2019
01-06-2019,A0418150102,90012036,2,2019
01-06-2019,A0418150102,90012037,15,2019
01-06-2019,A0418150102,90012038,9,2019
01-06-2019,A0418150102,90012040,10,2019
01-06-2019,A0418150102,90012041,4,2019
01-06-2019,A0418150102,90013116,7,2019
01-06-2019,A0418150102,90013117,15,2019
01-06-2019,A0418150102,90013118,15,2019
01-06-2019,A0418150102,90013120,12,2019
01-06-2019,A0418150102,90013121,10,2019
01-06-2019,A0418150102,90013122,12,2019
01-06-2019,A0418150102,90013124,15,2019
01-06-2019,A0418150102,90014137,2,2019
01-06-2019,A0418150102,90014138,1,2019
01-06-2019,A0418150102,90014140,1,2019
01-06-2019,A0418150102,90014141,1,2019
01-06-2019,A0418150102,90016172,4,2019
01-06-2019,A0418150102,90016173,4,2019
01-06-2019,A0418150102,90016174,1,2019
01-06-2019,A0418150102,90016176,4,2019
01-06-2019,A0418150102,90017049,2,2019
01-06-2019,A0418150102,90017050,2,2019
01-06-2019,A0418150102,90017052,4,2019
01-06-2019,A0418150102,90017053,2,2019
01-06-2019,A0418150102,90017054,3,2019
01-06-2019,A0418150102,90017056,3,2019
01-06-2019,A0418150102,90017057,2,2019
01-06-2019,A0418150102,90017058,4,2019
01-06-2019,A0418150102,90019200,1,2019
01-06-2019,A0418150102,90019201,1,2019
01-06-2019,A0418150102,90019202,1,2019
01-06-2019,A0418150102,90021086,7,2019
01-06-2019,A0418150102,90021088,8,2019
01-06-2019,A0418150102,90021089,9,2019
01-06-2019,A0418150102,90021090,12,2019
01-06-2019,A0418150102,90021092,13,2019
01-06-2019,A0418150102,90021093,3,2019
01-06-2019,A0418150102,90021094,10,2019
01-06-2019,A0418150102,90022072,38,2019
01-06-2019,A0418150102,90022073,38,2019
01-06-2019,A0418150102,90022074,56,2019
01-06-2019,A0418150102,90022076,31,2019
01-06-2019,A0418150102,90022077,54,2019
01-06-2019,A0418150102,90022078,27,2019
01-06-2019,A0418150102,90022080,38,2019
01-06-2019,A0418150102,90022081,36,2019
01-06-2019,A0418150102,90022082,31,2019
01-06-2019,A0418150102,90023022,12,2019
01-06-2019,A0418150102,90023024,14,2019
01-06-2019,A0418150102,90023025,7,2019
01-06-2019,A0418150102,90023026,12,2019
01-06-2019,A0418150102,90023028,14,2019
01-06-2019,A0418150102,90023029,5,2019
01-06-2019,A0418150102,90023030,15,2019
01-06-2019,A0418150102,90026205,1,2019
01-06-2019,A0418150103,70002017,31,2019
01-06-2019,A0418150103,70002018,78,2019
01-06-2019,A0418150103,70003181,38,2019
01-06-2019,A0418150103,70003182,9,2019
01-06-2019,A0418150103,70006157,25,2019
01-06-2019,A0418150103,70006158,28,2019
01-06-2019,A0418150103,70007198,63,2019
01-06-2019,A0418150103,70008169,20,2019
01-06-2019,A0418150103,70008170,29,2019
01-06-2019,A0418150103,70010048,5,2019
01-06-2019,A0418150103,70011193,16,2019
01-06-2019,A0418150103,70011194,15,2019
01-06-2019,A0418150103,70012042,9,2019
01-06-2019,A0418150103,70013125,10,2019
01-06-2019,A0418150103,70013126,11,2019
01-06-2019,A0418150103,70014142,1,2019
01-06-2019,A0418150103,70016177,3,2019
01-06-2019,A0418150103,70016178,1,2019
01-06-2019,A0418150103,70017060,4,2019
01-06-2019,A0418150103,70021096,13,2019
01-06-2019,A0418150103,70022084,12,2019
01-06-2019,A0418150103,70022085,30,2019
01-06-2019,A0418150103,70023032,16,2019
01-06-2019,A0418150103,70026206,7,2019
01-06-2019,A0418150103,70027208,4,2019
01-06-2019,A0418150103,80006154,110,2019
01-06-2019,A0418150103,80007196,150,2019
01-06-2019,A0418150103,90001020,6,2019
01-06-2019,A0418150103,90001021,6,2019
01-06-2019,A0418150103,90002001,31,2019
01-06-2019,A0418150103,90002002,36,2019
01-06-2019,A0418150103,90002004,70,2019
01-06-2019,A0418150103,90002005,75,2019
01-06-2019,A0418150103,90002006,75,2019
01-06-2019,A0418150103,90002008,145,2019
01-06-2019,A0418150103,90002009,22,2019
01-06-2019,A0418150103,90002010,38,2019
01-06-2019,A0418150103,90002012,69,2019
01-06-2019,A0418150103,90002013,23,2019
01-06-2019,A0418150103,90002014,26,2019
01-06-2019,A0418150103,90002016,90,2019
01-06-2019,A0418150103,90003180,38,2019
01-06-2019,A0418150103,90005160,7,2019
01-06-2019,A0418150103,90005161,3,2019
01-06-2019,A0418150103,90005162,5,2019
01-06-2019,A0418150103,90006153,10,2019
01-06-2019,A0418150103,90006156,5,2019
01-06-2019,A0418150103,90007197,57,2019
01-06-2019,A0418150103,90008164,14,2019
01-06-2019,A0418150103,90008165,18,2019
01-06-2019,A0418150103,90008166,20,2019
01-06-2019,A0418150103,90008168,28,2019
01-06-2019,A0418150103,90010044,3,2019
01-06-2019,A0418150103,90010045,7,2019
01-06-2019,A0418150103,90010046,4,2019
01-06-2019,A0418150103,90011185,9,2019
01-06-2019,A0418150103,90011186,9,2019
01-06-2019,A0418150103,90011188,8,2019
01-06-2019,A0418150103,90011189,24,2019
01-06-2019,A0418150103,90011190,16,2019
01-06-2019,A0418150103,90011192,12,2019
01-06-2019,A0418150103,90012033,13,2019
01-06-2019,A0418150103,90012034,4,2019
01-06-2019,A0418150103,90012036,5,2019
01-06-2019,A0418150103,90012037,7,2019
01-06-2019,A0418150103,90012038,9,2019
01-06-2019,A0418150103,90012040,10,2019
01-06-2019,A0418150103,90012041,17,2019
01-06-2019,A0418150103,90013116,8,2019
01-06-2019,A0418150103,90013117,6,2019
01-06-2019,A0418150103,90013118,14,2019
01-06-2019,A0418150103,90013120,6,2019
01-06-2019,A0418150103,90013121,6,2019
01-06-2019,A0418150103,90013122,5,2019
01-06-2019,A0418150103,90013124,17,2019
01-06-2019,A0418150103,90014137,1,2019
01-06-2019,A0418150103,90014138,1,2019
01-06-2019,A0418150103,90014140,1,2019
01-06-2019,A0418150103,90014141,2,2019
01-06-2019,A0418150103,90016172,2,2019
01-06-2019,A0418150103,90016173,2,2019
01-06-2019,A0418150103,90016174,2,2019
01-06-2019,A0418150103,90016176,4,2019
01-06-2019,A0418150103,90017049,5,2019
01-06-2019,A0418150103,90017050,2,2019
01-06-2019,A0418150103,90017052,1,2019
01-06-2019,A0418150103,90017053,5,2019
01-06-2019,A0418150103,90017054,3,2019
01-06-2019,A0418150103,90017056,4,2019
01-06-2019,A0418150103,90017057,5,2019
01-06-2019,A0418150103,90017058,1,2019
01-06-2019,A0418150103,90021086,3,2019
01-06-2019,A0418150103,90021088,10,2019
01-06-2019,A0418150103,90021089,8,2019
01-06-2019,A0418150103,90021090,11,2019
01-06-2019,A0418150103,90021092,12,2019
01-06-2019,A0418150103,90021093,10,2019
01-06-2019,A0418150103,90021094,8,2019
01-06-2019,A0418150103,90022072,34,2019
01-06-2019,A0418150103,90022073,21,2019
01-06-2019,A0418150103,90022074,78,2019
01-06-2019,A0418150103,90022076,41,2019
01-06-2019,A0418150103,90022077,33,2019
01-06-2019,A0418150103,90022078,50,2019
01-06-2019,A0418150103,90022080,56,2019
01-06-2019,A0418150103,90022081,12,2019
01-06-2019,A0418150103,90022082,54,2019
01-06-2019,A0418150103,90023022,9,2019
01-06-2019,A0418150103,90023024,12,2019
01-06-2019,A0418150103,90023025,4,2019
01-06-2019,A0418150103,90023026,25,2019
01-06-2019,A0418150103,90023028,8,2019
01-06-2019,A0418150103,90023029,25,2019
01-06-2019,A0418150103,90023030,9,2019
01-06-2019,A0418150103,90026205,3,2019
01-06-2019,A0418150104,70002017,84,2019
01-06-2019,A0418150104,70002018,52,2019
01-06-2019,A0418150104,70003181,9,2019
01-06-2019,A0418150104,70003182,14,2019
01-06-2019,A0418150104,70006157,4,2019
01-06-2019,A0418150104,70006158,8,2019
01-06-2019,A0418150104,70007198,53,2019
01-06-2019,A0418150104,70008169,11,2019
01-06-2019,A0418150104,70008170,11,2019
01-06-2019,A0418150104,70010048,5,2019
01-06-2019,A0418150104,70011193,5,2019
01-06-2019,A0418150104,70011194,6,2019
01-06-2019,A0418150104,70012042,15,2019
01-06-2019,A0418150104,70013125,6,2019
01-06-2019,A0418150104,70013126,7,2019
01-06-2019,A0418150104,70014142,2,2019
01-06-2019,A0418150104,70016177,1,2019
01-06-2019,A0418150104,70016178,1,2019
01-06-2019,A0418150104,70017060,4,2019
01-06-2019,A0418150104,70019204,1,2019
01-06-2019,A0418150104,70021096,3,2019
01-06-2019,A0418150104,70022084,55,2019
01-06-2019,A0418150104,70022085,35,2019
01-06-2019,A0418150104,70023032,3,2019
01-06-2019,A0418150104,70026206,9,2019
01-06-2019,A0418150104,70027208,9,2019
01-06-2019,A0418150104,80006154,30,2019
01-06-2019,A0418150104,80007196,103,2019
01-06-2019,A0418150104,90001020,2,2019
01-06-2019,A0418150104,90001021,8,2019
01-06-2019,A0418150104,90002001,24,2019
01-06-2019,A0418150104,90002002,44,2019
01-06-2019,A0418150104,90002004,45,2019
01-06-2019,A0418150104,90002005,64,2019
01-06-2019,A0418150104,90002006,72,2019
01-06-2019,A0418150104,90002008,93,2019
01-06-2019,A0418150104,90002009,64,2019
01-06-2019,A0418150104,90002010,46,2019
01-06-2019,A0418150104,90002012,26,2019
01-06-2019,A0418150104,90002013,16,2019
01-06-2019,A0418150104,90002014,85,2019
01-06-2019,A0418150104,90002016,65,2019
01-06-2019,A0418150104,90003180,9,2019
01-06-2019,A0418150104,90005160,7,2019
01-06-2019,A0418150104,90005161,8,2019
01-06-2019,A0418150104,90005162,2,2019
01-06-2019,A0418150104,90006153,10,2019
01-06-2019,A0418150104,90006156,27,2019
01-06-2019,A0418150104,90007197,56,2019
01-06-2019,A0418150104,90008164,32,2019
01-06-2019,A0418150104,90008165,19,2019
01-06-2019,A0418150104,90008166,18,2019
01-06-2019,A0418150104,90008168,25,2019
01-06-2019,A0418150104,90010044,4,2019
01-06-2019,A0418150104,90010045,2,2019
01-06-2019,A0418150104,90010046,2,2019
01-06-2019,A0418150104,90011185,6,2019
01-06-2019,A0418150104,90011186,19,2019
01-06-2019,A0418150104,90011188,3,2019
01-06-2019,A0418150104,90011189,22,2019
01-06-2019,A0418150104,90011190,5,2019
01-06-2019,A0418150104,90011192,18,2019
01-06-2019,A0418150104,90012033,4,2019
01-06-2019,A0418150104,90012034,11,2019
01-06-2019,A0418150104,90012036,17,2019
01-06-2019,A0418150104,90012037,12,2019
01-06-2019,A0418150104,90012038,10,2019
01-06-2019,A0418150104,90012040,14,2019
01-06-2019,A0418150104,90012041,11,2019
01-06-2019,A0418150104,90013116,9,2019
01-06-2019,A0418150104,90013117,7,2019
01-06-2019,A0418150104,90013118,14,2019
01-06-2019,A0418150104,90013120,6,2019
01-06-2019,A0418150104,90013121,9,2019
01-06-2019,A0418150104,90013122,10,2019
01-06-2019,A0418150104,90013124,16,2019
01-06-2019,A0418150104,90014136,2,2019
01-06-2019,A0418150104,90014137,1,2019
01-06-2019,A0418150104,90014140,3,2019
